"order_item_id","order_id","order_date","customer_id","customer_region","product_category","quantity_sold","discount_percent","line_revenue","payment_method"
1884,1113,"2024-11-12","921","Africa","Sports","3","0","134.58","Credit Card"
1885,1114,"2022-11-16","391","Asia","Sports","1","10","194.07","PayPal"
1886,1115,"2024-11-26","1081","Europe","Beauty","1","0","65.28","Credit Card"
1887,1116,"2022-12-23","783","North America","Electronics","2","0","1126.2","PayPal"
1888,1116,"2022-12-23","783","North America","Sports","1","10","85.34","PayPal"
1889,1116,"2022-12-23","783","North America","Beauty","2","5","22.52","PayPal"
1890,1117,"2024-08-14","224","Asia","Home & Kitchen","1","25","52.78","Credit Card"
1891,1118,"2024-02-28","1060","Asia","Home & Kitchen","1","0","279.57","Unknown"
1892,1118,"2024-02-28","1060","Asia","Beauty","2","20","174.06","Unknown"
1893,1119,"2022-09-03","167","North America","Electronics","5","20","1479.1","Apple Pay"
1894,1119,"2022-09-03","167","North America","Fashion","1","5","30.99","Apple Pay"
1895,1120,"2023-01-12","1567","North America","Books","4","0","97.44","PayPal"
1896,1120,"2023-01-12","1567","North America","Books","2","5","41.48","PayPal"
1897,1120,"2023-01-12","1567","North America","Home & Kitchen","4","0","1424.76","PayPal"
1898,1120,"2023-01-12","1567","North America","Fashion","2","10","83.54","PayPal"
1899,1121,"2022-02-08","1359","Asia","Sports","1","0","25.22","Debit Card"
1900,1121,"2022-02-08","1359","Asia","Beauty","4","15","284.68","Debit Card"
1901,1121,"2022-02-08","1359","Asia","Fashion","3","25","176.43","Debit Card"
1902,1121,"2022-02-08","1359","Asia","Home & Kitchen","1","10","29.83","Debit Card"
1903,1122,"2022-01-02","793","South America","Electronics","1","20","439.81","PayPal"
1904,1123,"2023-12-22","1342","Africa","Electronics","2","15","524.12","Apple Pay"
1905,1123,"2023-12-22","1342","Africa","Electronics","3","10","433.74","Apple Pay"
1906,1124,"2023-05-13","1806","Africa","Books","2","0","37.22","Apple Pay"
1907,1125,"2024-10-17","805","Africa","Sports","1","30","74.52","PayPal"
1908,1126,"2023-04-18","1039","Africa","Electronics","2","15","1220.06","UPI"
1909,1127,"2022-05-31","1297","Asia","Electronics","2","25","544.46","Bank Transfer"
1910,1128,"2022-10-04","142","Asia","Home & Kitchen","1","0","340.02","PayPal"
1911,1129,"2022-09-21","1386","South America","Beauty","1","25","81.07","UPI"
1912,1130,"2022-12-29","424","Asia","Home & Kitchen","4","25","627.84","PayPal"
1913,1131,"2023-05-23","1725","Africa","Beauty","5","10","265.3","Bank Transfer"
1914,1131,"2023-05-23","1725","Africa","Beauty","2","10","171.8","Bank Transfer"
1915,1132,"2024-02-02","1574","South America","Home & Kitchen","1","10","163.93","UPI"
1916,1133,"2024-12-07","129","Africa","Fashion","1","5","61.64","PayPal"
1917,1133,"2024-12-07","129","Africa","Beauty","3","30","184.47","PayPal"
1918,1133,"2024-12-07","129","Africa","Electronics","1","10","198.62","PayPal"
1919,1134,"2022-01-10","1440","North America","Electronics","5","25","3267.55","PayPal"
1920,1135,"2022-05-18","300","Asia","Fashion","3","20","425.46","PayPal"
1921,1135,"2022-05-18","300","Asia","Beauty","4","0","208.56","PayPal"
1922,1136,"2022-08-31","424","Asia","Electronics","1","25","642.28","Bank Transfer"
1923,1136,"2022-08-31","424","Asia","Books","1","15","31.06","Bank Transfer"
1924,1136,"2022-08-31","424","Asia","Electronics","1","20","661.06","Bank Transfer"
1925,1137,"2022-11-24","1944","Asia","Fashion","1","0","106.53","Apple Pay"
1926,1137,"2022-11-24","1944","Asia","Sports","5","15","981.15","Apple Pay"
1927,1137,"2022-11-24","1944","Asia","Sports","2","5","409.7","Apple Pay"
1928,1138,"2022-03-05","1675","North America","Electronics","2","15","957.32","UPI"
1929,1138,"2022-03-05","1675","North America","Sports","2","15","258.78","UPI"
1930,1138,"2022-03-05","1675","North America","Fashion","4","15","369.36","UPI"
1931,1138,"2022-03-05","1675","North America","Home & Kitchen","3","25","496.23","UPI"
1932,1139,"2024-01-28","1189","Asia","Electronics","1","15","516.54","Debit Card"
1933,1139,"2024-01-28","1189","Asia","Beauty","1","10","16.72","Debit Card"
1934,1139,"2024-01-28","1189","Asia","Home & Kitchen","4","10","1068.32","Debit Card"
1935,1140,"2024-09-10","618","Asia","Home & Kitchen","5","5","320.55","Apple Pay"
1936,1140,"2024-09-10","618","Asia","Books","1","20","17.12","Apple Pay"
1937,1140,"2024-09-10","618","Asia","Electronics","2","5","1513.36","Apple Pay"
1938,1141,"2022-05-29","762","Asia","Sports","3","0","180.48","UPI"
1939,1141,"2022-05-29","762","Asia","Home & Kitchen","2","10","59.66","UPI"
1940,1142,"2022-05-31","759","South America","Sports","1","15","154.94","PayPal"
1941,1143,"2022-04-03","205","Europe","Books","2","0","55.4","PayPal"
1942,1143,"2022-04-03","205","Europe","Electronics","2","15","269.9","PayPal"
1943,1143,"2022-04-03","205","Europe","Books","1","5","30.84","PayPal"
1944,1144,"2023-09-28","1316","Asia","Books","3","10","57.78","UPI"
1945,1145,"2024-06-28","1506","Europe","Books","3","5","117.45","Bank Transfer"
1946,1146,"2022-01-11","1177","South America","Sports","3","15","195.93","UPI"
1947,1147,"2022-03-11","231","Asia","Home & Kitchen","5","0","1391.55","Apple Pay"
1948,1147,"2022-03-11","231","Asia","Electronics","1","25","616.57","Apple Pay"
1949,1148,"2022-06-10","1969","North America","Beauty","1","20","32.81","UPI"
1950,1149,"2024-11-08","1541","Europe","Fashion","2","20","56.22","PayPal"
1951,1149,"2024-11-08","1541","Europe","Home & Kitchen","4","10","576.88","PayPal"
1952,1150,"2024-03-14","1996","South America","Electronics","4","15","1866.72","Debit Card"
1953,1150,"2024-03-14","1996","South America","Electronics","1","15","377.3","Debit Card"
1954,1151,"2023-09-30","619","Asia","Electronics","5","10","3849.8","PayPal"
1955,1152,"2022-12-31","701","Asia","Sports","2","10","144.46","Bank Transfer"
1956,1153,"2022-03-23","958","North America","Electronics","2","10","1516.84","PayPal"
1957,1153,"2022-03-23","958","North America","Beauty","2","0","255.16","PayPal"
1958,1153,"2022-03-23","958","North America","Books","2","0","89.18","PayPal"
1959,1154,"2023-10-21","322","Asia","Books","1","10","34.22","Apple Pay"
1960,1155,"2023-02-22","212","Europe","Sports","1","25","102.94","PayPal"
1961,1155,"2023-02-22","212","Europe","Books","1","20","15.96","PayPal"
1962,1156,"2024-06-03","893","South America","Books","2","30","52.44","Bank Transfer"
1963,1156,"2024-06-03","893","South America","Home & Kitchen","1","30","104.26","Bank Transfer"
1964,1157,"2022-07-09","1618","North America","Fashion","3","0","488.79","Apple Pay"
1965,1157,"2022-07-09","1618","North America","Electronics","2","20","261.64","Apple Pay"
1966,1157,"2022-07-09","1618","North America","Electronics","1","10","729.19","Apple Pay"
1967,1158,"2022-04-07","18","Europe","Fashion","1","15","72.08","UPI"
1968,1159,"2023-08-28","1926","Europe","Electronics","1","15","371.12","Apple Pay"
1969,1159,"2023-08-28","1926","Europe","Fashion","2","10","247.08","Apple Pay"
1970,1160,"2024-01-15","1696","South America","Sports","3","15","533.55","PayPal"
1971,1161,"2023-02-07","456","Africa","Books","3","15","106.89","Credit Card"
1972,1162,"2023-07-12","1630","Europe","Books","1","10","25.05","UPI"
1973,1162,"2023-07-12","1630","Europe","Beauty","1","20","52.69","UPI"
1974,1162,"2023-07-12","1630","Europe","Sports","4","10","423.12","UPI"
1975,1163,"2022-10-10","1336","Africa","Beauty","1","10","72.31","Credit Card"
1976,1163,"2022-10-10","1336","Africa","Fashion","4","0","143.48","Credit Card"
1977,1164,"2024-11-24","1153","South America","Electronics","1","10","312.92","PayPal"
1978,1164,"2024-11-24","1153","South America","Books","3","10","103.98","PayPal"
1979,1164,"2024-11-24","1153","South America","Beauty","2","25","88.06","PayPal"
1980,1165,"2024-05-28","1026","Africa","Sports","1","20","57.94","Credit Card"
1981,1165,"2024-05-28","1026","Africa","Books","1","0","26.87","Credit Card"
1982,1166,"2022-05-01","164","Africa","Fashion","1","0","75.22","Debit Card"
1983,1166,"2022-05-01","164","Africa","Beauty","1","15","32.84","Debit Card"
1984,1167,"2024-01-30","1937","North America","Beauty","3","15","288.99","Apple Pay"
1985,1167,"2024-01-30","1937","North America","Electronics","1","0","370.16","Apple Pay"
1986,1168,"2022-03-30","838","Asia","Beauty","4","25","209.52","UPI"
1987,1169,"2023-06-12","1698","Africa","Electronics","1","15","131.44","Apple Pay"
1988,1169,"2023-06-12","1698","Africa","Home & Kitchen","1","5","140.05","Apple Pay"
1989,1170,"2023-04-07","1808","Middle East","Sports","1","10","237.2","Credit Card"
1990,1170,"2023-04-07","1808","Middle East","Home & Kitchen","1","5","185.81","Credit Card"
1991,1171,"2023-08-04","734","South America","Fashion","5","0","380.4","PayPal"
1992,1171,"2023-08-04","734","South America","Home & Kitchen","2","15","112.04","PayPal"
1993,1172,"2022-09-10","1184","Middle East","Sports","1","5","185.53","UPI"
1994,1173,"2022-07-30","1405","North America","Sports","1","0","39.62","Debit Card"
1995,1174,"2022-11-12","105","Africa","Beauty","1","30","73.16","UPI"
1996,1175,"2024-10-29","889","Middle East","Sports","2","0","106.22","Credit Card"
1997,1176,"2022-07-04","1622","South America","Fashion","1","10","156.01","Credit Card"
1998,1177,"2024-02-04","1156","Middle East","Home & Kitchen","1","5","58.04","PayPal"
1999,1178,"2023-06-28","312","South America","Electronics","3","20","1130.04","UPI"
2000,1178,"2023-06-28","312","South America","Electronics","2","15","934.6","UPI"
2001,1178,"2023-06-28","312","South America","Sports","1","10","188.31","UPI"
2002,1178,"2023-06-28","312","South America","Sports","4","0","881.28","UPI"
2003,1179,"2024-06-09","911","North America","Fashion","2","10","143.92","PayPal"
2004,1179,"2024-06-09","911","North America","Electronics","4","5","3078.8","PayPal"
2005,1179,"2024-06-09","911","North America","Fashion","2","10","159.36","PayPal"
2006,1180,"2024-03-21","1482","Africa","Fashion","1","5","79.74","Credit Card"
2007,1181,"2024-09-06","329","Africa","Fashion","1","0","30.72","Apple Pay"
2008,1182,"2023-01-16","166","Europe","Books","1","5","22.47","Bank Transfer"
2009,1183,"2024-09-08","1068","North America","Books","5","10","131.9","Apple Pay"
2010,1184,"2022-03-23","1280","Middle East","Home & Kitchen","1","0","168.25","Bank Transfer"
2011,1184,"2022-03-23","1280","Middle East","Books","4","25","129.84","Bank Transfer"
2012,1184,"2022-03-23","1280","Middle East","Sports","1","20","20.98","Bank Transfer"
2013,1185,"2023-06-13","1751","Europe","Electronics","4","20","1267.76","UPI"
2014,1185,"2023-06-13","1751","Europe","Sports","2","0","226.34","UPI"
2015,1185,"2023-06-13","1751","Europe","Sports","2","0","119.44","UPI"
2016,1186,"2023-05-30","947","Middle East","Books","1","20","27.26","Credit Card"
2017,1187,"2023-08-24","455","Asia","Sports","2","10","142.54","PayPal"
2018,1188,"2024-09-16","40","Middle East","Sports","3","15","303.03","PayPal"
2019,1188,"2024-09-16","40","Middle East","Electronics","4","25","502.12","PayPal"
2020,1188,"2024-09-16","40","Middle East","Sports","1","15","53.16","PayPal"
2021,1189,"2023-02-18","312","South America","Sports","2","10","346.4","Debit Card"
2022,1190,"2023-05-19","699","North America","Electronics","1","20","576.28","Debit Card"
2023,1191,"2024-10-06","1","Africa","Sports","1","15","64.65","UPI"
2024,1192,"2024-03-26","1334","Africa","Electronics","4","5","2283.56","PayPal"
2025,1192,"2024-03-26","1334","Africa","Beauty","1","10","102.99","PayPal"
2026,1193,"2023-11-18","1445","South America","Beauty","1","15","95.39","Debit Card"
2027,1193,"2023-11-18","1445","South America","Books","2","0","71.24","Debit Card"
2028,1194,"2023-09-02","60","South America","Electronics","1","15","705.59","Debit Card"
2029,1194,"2023-09-02","60","South America","Home & Kitchen","3","10","364.62","Debit Card"
2030,1194,"2023-09-02","60","South America","Home & Kitchen","1","0","241.89","Debit Card"
2031,1195,"2024-05-30","239","Europe","Fashion","2","5","127.1","Credit Card"
2032,1195,"2024-05-30","239","Europe","Home & Kitchen","2","5","445.74","Credit Card"
2033,1195,"2024-05-30","239","Europe","Electronics","3","25","593.31","Credit Card"
2034,1196,"2024-04-23","940","South America","Books","1","10","15.06","PayPal"
2035,1196,"2024-04-23","940","South America","Electronics","1","5","538.1","PayPal"
2036,1197,"2023-07-23","153","Africa","Beauty","2","15","65.68","Bank Transfer"
2037,1197,"2023-07-23","153","Africa","Sports","1","20","29.86","Bank Transfer"
2038,1198,"2023-10-05","1745","Middle East","Beauty","2","0","117.26","PayPal"
2039,1198,"2023-10-05","1745","Middle East","Books","3","10","78.9","PayPal"
2040,1199,"2022-09-19","1209","Europe","Home & Kitchen","4","0","1395.76","Debit Card"
2041,1199,"2022-09-19","1209","Europe","Books","1","10","31.42","Debit Card"
2042,1199,"2022-09-19","1209","Europe","Home & Kitchen","4","10","1022.24","Debit Card"
2043,1199,"2022-09-19","1209","Europe","Home & Kitchen","1","20","53.45","Debit Card"
2044,1200,"2023-11-06","91","Middle East","Fashion","1","0","184.3","Bank Transfer"
2045,1200,"2023-11-06","91","Middle East","Beauty","1","10","102.71","Bank Transfer"
2046,1200,"2023-11-06","91","Middle East","Electronics","2","5","635.32","Bank Transfer"
2047,1201,"2024-12-23","1219","South America","Fashion","1","25","129.16","PayPal"
2048,1201,"2024-12-23","1219","South America","Home & Kitchen","1","10","221.53","PayPal"
2049,1201,"2024-12-23","1219","South America","Electronics","3","0","2175.24","PayPal"
2050,1202,"2022-09-21","200","South America","Books","1","15","30.14","Bank Transfer"
2051,1202,"2022-09-21","200","South America","Fashion","1","10","139.52","Bank Transfer"
2052,1203,"2022-06-07","1275","South America","Electronics","2","10","560.68","Debit Card"
2053,1203,"2022-06-07","1275","South America","Sports","2","30","308.44","Debit Card"
2054,1204,"2024-03-12","603","North America","Books","2","15","68.82","Apple Pay"
2055,1205,"2023-01-30","1760","North America","Sports","3","20","485.46","Bank Transfer"
2056,1206,"2022-11-12","1376","Asia","Fashion","1","25","68.79","Credit Card"
2057,1207,"2022-06-21","636","Europe","Home & Kitchen","1","25","151.34","Debit Card"
2058,1208,"2024-11-03","197","Middle East","Home & Kitchen","4","25","1089.32","PayPal"
2059,1209,"2023-11-03","571","South America","Beauty","1","30","70.02","PayPal"
2060,1209,"2023-11-03","571","South America","Sports","1","5","137.59","PayPal"
2061,1209,"2023-11-03","571","South America","Beauty","1","10","16.23","PayPal"
2062,1210,"2024-12-03","1007","Asia","Home & Kitchen","1","15","149.32","UPI"
2063,1210,"2024-12-03","1007","Asia","Fashion","1","10","15.27","UPI"
2064,1210,"2024-12-03","1007","Asia","Books","1","0","8.13","UPI"
2065,1211,"2023-09-12","1092","Asia","Home & Kitchen","4","0","912.04","Bank Transfer"
2066,1211,"2023-09-12","1092","Asia","Home & Kitchen","3","5","905.82","Bank Transfer"
2067,1212,"2024-12-30","1407","North America","Fashion","3","20","433.89","Credit Card"
2068,1213,"2022-05-11","1722","Asia","Home & Kitchen","4","5","1083.96","Debit Card"
2069,1214,"2022-11-12","465","North America","Fashion","1","20","145.76","Bank Transfer"
2070,1214,"2022-11-12","465","North America","Home & Kitchen","2","10","50.02","Bank Transfer"
2071,1215,"2022-03-04","1450","Europe","Fashion","1","15","82.31","PayPal"
2072,1215,"2022-03-04","1450","Europe","Beauty","3","15","216.72","PayPal"
2073,1216,"2024-09-19","1969","North America","Electronics","3","5","467.94","Bank Transfer"
2074,1216,"2024-09-19","1969","North America","Books","1","10","15.82","Bank Transfer"
2075,1216,"2024-09-19","1969","North America","Fashion","2","5","75.12","Bank Transfer"
2076,1217,"2024-08-08","678","South America","Books","1","10","20.86","UPI"
2077,1217,"2024-08-08","678","South America","Fashion","2","10","85.08","UPI"
2078,1218,"2023-05-30","900","Africa","Home & Kitchen","3","0","730.89","PayPal"
2079,1218,"2023-05-30","900","Africa","Books","1","15","32.4","PayPal"
2080,1219,"2023-07-08","1790","Middle East","Home & Kitchen","1","10","313.37","Credit Card"
2081,1219,"2023-07-08","1790","Middle East","Beauty","3","5","370.65","Credit Card"
2082,1219,"2023-07-08","1790","Middle East","Beauty","2","20","210.58","Credit Card"
2083,1220,"2023-01-27","1004","Europe","Books","2","10","62.84","Debit Card"
2084,1221,"2024-08-22","509","Middle East","Sports","1","25","180","UPI"
2085,1222,"2022-05-17","1553","North America","Home & Kitchen","2","15","79.78","UPI"
2086,1222,"2022-05-17","1553","North America","Sports","1","10","46.89","UPI"
2087,1223,"2023-10-18","694","Europe","Books","3","5","54.69","Bank Transfer"
2088,1223,"2023-10-18","694","Europe","Electronics","1","20","704.2","Bank Transfer"
2089,1223,"2023-10-18","694","Europe","Fashion","5","10","202.75","Bank Transfer"
2090,1224,"2024-02-11","439","Middle East","Books","3","5","83.28","PayPal"
2091,1225,"2022-07-22","1879","Middle East","Sports","1","5","195.89","UPI"
2092,1226,"2022-06-27","1095","North America","Electronics","3","15","273.72","Bank Transfer"
2093,1226,"2022-06-27","1095","North America","Home & Kitchen","3","25","357.24","Bank Transfer"
2094,1226,"2022-06-27","1095","North America","Books","3","15","61.77","Bank Transfer"
2095,1227,"2022-02-17","1223","North America","Fashion","2","5","169.36","Debit Card"
2096,1228,"2022-09-01","1925","Africa","Beauty","5","25","152.15","Bank Transfer"
2097,1228,"2022-09-01","1925","Africa","Fashion","1","20","136.2","Bank Transfer"
2098,1228,"2022-09-01","1925","Africa","Fashion","1","20","137.26","Bank Transfer"
2099,1229,"2023-10-10","859","North America","Electronics","1","15","780.95","Apple Pay"
2100,1229,"2023-10-10","859","North America","Sports","5","15","109.3","Apple Pay"
2101,1230,"2022-05-25","1038","South America","Home & Kitchen","1","15","133.48","UPI"
2102,1231,"2022-03-23","1914","Asia","Beauty","1","15","17.37","Apple Pay"
2103,1232,"2024-10-08","825","Middle East","Fashion","2","15","196.34","Bank Transfer"
2104,1232,"2024-10-08","825","Middle East","Sports","1","20","98.73","Bank Transfer"
2105,1233,"2024-11-01","748","North America","Sports","2","20","130.94","Bank Transfer"
2106,1234,"2024-09-07","1252","Middle East","Home & Kitchen","2","5","552.22","Debit Card"
2107,1235,"2023-11-15","1314","Middle East","Home & Kitchen","1","25","54.86","Bank Transfer"
2108,1235,"2023-11-15","1314","Middle East","Electronics","3","10","2398.32","Bank Transfer"
2109,1235,"2023-11-15","1314","Middle East","Sports","2","0","423.88","Bank Transfer"
2110,1236,"2024-09-27","111","Europe","Electronics","3","25","1573.59","UPI"
2111,1237,"2024-07-20","565","Africa","Fashion","2","0","150.44","Debit Card"
2112,1238,"2023-04-04","1362","North America","Electronics","3","15","811.23","Apple Pay"
2113,1239,"2022-04-05","376","Middle East","Electronics","1","10","801.26","PayPal"
2114,1240,"2023-01-27","1221","Europe","Electronics","2","5","198","Apple Pay"
2115,1241,"2023-03-23","1223","North America","Fashion","2","20","58.28","PayPal"
2116,1242,"2022-03-09","110","Europe","Fashion","2","15","233.36","Apple Pay"
2117,1243,"2024-11-23","188","Asia","Sports","1","10","180.93","PayPal"
2118,1244,"2022-08-03","179","North America","Books","4","15","126.72","PayPal"
2119,1245,"2022-11-09","466","South America","Sports","1","10","188.31","Apple Pay"
2120,1245,"2022-11-09","466","South America","Electronics","1","10","146.07","Apple Pay"
2121,1246,"2022-03-18","1395","Asia","Fashion","2","10","142.02","UPI"
2122,1246,"2022-03-18","1395","Asia","Home & Kitchen","4","5","849.76","UPI"
2123,1246,"2022-03-18","1395","Asia","Beauty","1","20","100.08","UPI"
2124,1247,"2024-01-02","766","Africa","Electronics","2","25","659.02","PayPal"
2125,1248,"2024-05-16","995","South America","Home & Kitchen","1","10","188.86","UPI"
2126,1248,"2024-05-16","995","South America","Sports","2","10","242.12","UPI"
2127,1248,"2024-05-16","995","South America","Fashion","2","5","129.7","UPI"
2128,1248,"2024-05-16","995","South America","Fashion","1","25","62.32","UPI"
2129,1249,"2024-07-16","284","Middle East","Sports","2","5","422.2","Debit Card"
2130,1249,"2024-07-16","284","Middle East","Electronics","1","20","752.81","Debit Card"
2131,1250,"2022-10-07","739","Asia","Fashion","4","15","377.72","Credit Card"
2132,1251,"2023-04-10","1572","Middle East","Fashion","1","5","109.72","PayPal"
2133,1252,"2023-05-22","1265","Europe","Beauty","4","5","373.88","UPI"
2134,1253,"2024-08-22","1042","North America","Electronics","1","10","519.34","UPI"
2135,1254,"2022-06-18","1964","Middle East","Home & Kitchen","1","0","204.95","UPI"
2136,1255,"2023-11-21","339","South America","Sports","2","0","153.68","Debit Card"
2137,1255,"2023-11-21","339","South America","Home & Kitchen","2","15","509.94","Debit Card"
2138,1255,"2023-11-21","339","South America","Beauty","1","30","50.22","Debit Card"
2139,1256,"2023-09-07","1917","Asia","Fashion","2","5","339.46","Apple Pay"
2140,1257,"2024-09-24","600","Middle East","Electronics","2","5","318.02","PayPal"
2141,1258,"2023-08-15","1678","South America","Home & Kitchen","4","20","864.12","Debit Card"
2142,1258,"2023-08-15","1678","South America","Home & Kitchen","5","15","1028.05","Debit Card"
2143,1258,"2023-08-15","1678","South America","Fashion","2","15","212.44","Debit Card"
2144,1258,"2023-08-15","1678","South America","Fashion","2","5","52.44","Debit Card"
2145,1259,"2024-05-01","569","Africa","Beauty","1","10","19.53","UPI"
2146,1260,"2022-06-09","1957","Asia","Electronics","1","30","238.67","PayPal"
2147,1260,"2022-06-09","1957","Asia","Fashion","1","20","28.58","PayPal"
2148,1261,"2022-10-01","1996","South America","Beauty","2","0","166.58","Debit Card"
2149,1262,"2024-06-15","210","Europe","Electronics","2","0","1737.76","Bank Transfer"
2150,1263,"2024-07-15","10","Asia","Beauty","1","10","75.3","PayPal"
2151,1264,"2023-08-25","722","Asia","Fashion","1","5","16.12","Debit Card"
2152,1265,"2024-01-09","1259","Middle East","Beauty","1","0","58.63","PayPal"
2153,1266,"2023-05-20","383","Africa","Home & Kitchen","2","20","155.16","Debit Card"
2154,1267,"2024-02-21","251","Asia","Electronics","3","15","1488.6","Apple Pay"
2155,1268,"2024-02-09","1609","Europe","Electronics","2","25","1182.94","PayPal"
2156,1268,"2024-02-09","1609","Europe","Sports","1","30","175.71","PayPal"
2157,1268,"2024-02-09","1609","Europe","Books","1","15","27.38","PayPal"
2158,1269,"2023-07-10","181","Asia","Home & Kitchen","1","0","160.25","Apple Pay"
2159,1270,"2022-01-02","1501","Africa","Electronics","1","10","233.78","Debit Card"
2160,1270,"2022-01-02","1501","Africa","Books","1","10","31.73","Debit Card"
2161,1270,"2022-01-02","1501","Africa","Home & Kitchen","3","0","602.97","Debit Card"
2162,1270,"2022-01-02","1501","Africa","Home & Kitchen","1","15","273.41","Debit Card"
2163,1271,"2024-12-13","664","Middle East","Home & Kitchen","1","20","48.87","Bank Transfer"
2164,1271,"2024-12-13","664","Middle East","Beauty","1","15","16.42","Bank Transfer"
2165,1271,"2024-12-13","664","Middle East","Fashion","1","10","149.48","Bank Transfer"
2166,1272,"2024-05-20","878","Africa","Electronics","3","0","2474.94","Debit Card"
2167,1273,"2023-05-14","503","Middle East","Sports","1","0","62.54","Debit Card"
2168,1273,"2023-05-14","503","Middle East","Fashion","1","10","165.87","Debit Card"
2169,1274,"2022-08-01","107","North America","Sports","1","10","232.69","Credit Card"
2170,1275,"2024-04-10","1794","Africa","Books","1","10","35.97","PayPal"
2171,1276,"2024-04-12","1468","Europe","Electronics","3","20","1376.58","Apple Pay"
2172,1276,"2024-04-12","1468","Europe","Electronics","4","10","3128.32","Apple Pay"
2173,1276,"2024-04-12","1468","Europe","Electronics","1","0","317.85","Apple Pay"
2174,1277,"2022-04-19","1755","Africa","Fashion","1","5","40.17","Credit Card"
2175,1278,"2022-02-08","868","Asia","Beauty","1","5","21.46","Debit Card"
2176,1279,"2022-02-25","1861","South America","Fashion","1","5","80.02","UPI"
2177,1280,"2022-02-09","1142","Africa","Sports","1","20","46.34","UPI"
2178,1281,"2022-09-21","1036","Africa","Fashion","5","5","162.95","Debit Card"
2179,1282,"2023-01-13","897","North America","Books","2","0","84.9","Credit Card"
2180,1283,"2022-06-04","589","South America","Beauty","1","15","69","Debit Card"
2181,1284,"2023-04-12","1269","Asia","Home & Kitchen","4","0","752.56","PayPal"
2182,1285,"2022-11-21","1656","Europe","Fashion","2","5","306.84","Bank Transfer"
2183,1286,"2023-09-16","1069","Middle East","Electronics","1","20","87.54","UPI"
2184,1287,"2023-06-25","166","Europe","Home & Kitchen","1","0","249.19","UPI"
2185,1288,"2023-05-22","390","Middle East","Home & Kitchen","2","20","379.26","UPI"
2186,1288,"2023-05-22","390","Middle East","Electronics","1","15","775.57","UPI"
2187,1289,"2022-12-30","210","Europe","Home & Kitchen","3","5","926.64","Debit Card"
2188,1290,"2024-02-25","603","North America","Home & Kitchen","2","0","55.58","UPI"
2189,1291,"2024-03-09","1168","Middle East","Sports","1","25","190.77","PayPal"
2190,1291,"2024-03-09","1168","Middle East","Home & Kitchen","1","5","201.29","PayPal"
2191,1292,"2023-03-25","1294","South America","Home & Kitchen","1","10","59.31","Bank Transfer"
2192,1292,"2023-03-25","1294","South America","Home & Kitchen","4","10","879.16","Bank Transfer"
2193,1293,"2023-04-23","249","South America","Books","1","15","23.18","Bank Transfer"
2194,1293,"2023-04-23","249","South America","Sports","2","5","418.6","Bank Transfer"
2195,1294,"2022-11-12","124","Asia","Electronics","2","10","1430.06","Apple Pay"
2196,1294,"2022-11-12","124","Asia","Fashion","1","0","130.4","Apple Pay"
2197,1295,"2024-05-06","1644","North America","Beauty","1","5","16.42","Apple Pay"
2198,1295,"2024-05-06","1644","North America","Beauty","2","10","135.74","Apple Pay"
2199,1296,"2024-10-21","857","South America","Electronics","1","20","485.71","Debit Card"
2200,1296,"2024-10-21","857","South America","Sports","1","10","186.66","Debit Card"
2201,1297,"2022-06-08","735","South America","Sports","1","10","213.67","PayPal"
2202,1297,"2022-06-08","735","South America","Fashion","2","15","72.62","PayPal"
2203,1297,"2022-06-08","735","South America","Home & Kitchen","1","0","324.98","PayPal"
2204,1298,"2024-08-28","1837","North America","Home & Kitchen","3","20","166.23","Credit Card"
2205,1299,"2023-07-15","1568","Europe","Electronics","4","25","1447.96","UPI"
2206,1299,"2023-07-15","1568","Europe","Fashion","2","15","47.88","UPI"
2207,1299,"2023-07-15","1568","Europe","Home & Kitchen","1","0","185.86","UPI"
2208,1300,"2024-03-26","1205","Europe","Electronics","3","10","484.86","Bank Transfer"
2209,1300,"2024-03-26","1205","Europe","Fashion","3","20","92.13","Bank Transfer"
2210,1301,"2024-03-06","1853","Europe","Sports","1","20","87.79","PayPal"
2211,1302,"2024-07-31","1421","North America","Books","2","5","54.2","Bank Transfer"
2212,1302,"2024-07-31","1421","North America","Sports","1","15","69.56","Bank Transfer"
2213,1302,"2024-07-31","1421","North America","Beauty","3","0","62.55","Bank Transfer"
2214,1303,"2023-01-07","292","South America","Fashion","2","0","310.04","Apple Pay"
2215,1303,"2023-01-07","292","South America","Beauty","1","15","79.99","Apple Pay"
2216,1303,"2023-01-07","292","South America","Fashion","2","10","284.86","Apple Pay"
2217,1304,"2023-11-05","385","Europe","Home & Kitchen","1","5","176.97","Credit Card"
2218,1305,"2022-08-21","518","South America","Electronics","1","20","178.38","Apple Pay"
2219,1306,"2023-02-03","149","Middle East","Fashion","1","15","86.42","PayPal"
2220,1306,"2023-02-03","149","Middle East","Home & Kitchen","2","20","546.24","PayPal"
2221,1306,"2023-02-03","149","Middle East","Electronics","1","10","793.87","PayPal"
2222,1306,"2023-02-03","149","Middle East","Sports","2","15","401.3","PayPal"
2223,1307,"2022-05-08","912","Middle East","Fashion","1","30","71.17","UPI"
2224,1308,"2022-08-01","410","Middle East","Electronics","2","20","1469.96","PayPal"
2225,1308,"2022-08-01","410","Middle East","Sports","3","15","571.65","PayPal"
2226,1309,"2022-03-21","1758","Middle East","Electronics","3","10","2463.27","Bank Transfer"
