order_item_id,order_id,customer_id,product_id,product_category,unit_price,discount_percent,quantity_sold,discounted_unit_price,line_revenue
1557,922,185,1161,Sports,114.3,20,4,91.44,365.76
1558,923,1025,1124,Home & Kitchen,119.01,15,1,101.16,101.16
1559,924,140,1025,Beauty,66.69,15,2,56.69,113.38
1560,924,140,1181,Electronics,859.06,20,1,687.25,687.25
1561,925,383,1100,Books,24.96,5,1,23.71,23.71
1562,926,778,1123,Electronics,308.46,5,1,293.04,293.04
1563,926,778,1106,Beauty,106.81,25,1,80.11,80.11
1564,927,1538,1045,Electronics,351.82,15,1,299.05,299.05
1565,928,506,1079,Home & Kitchen,154.15,0,1,154.15,154.15
1566,928,506,1283,Home & Kitchen,314.68,0,1,314.68,314.68
1567,928,506,1199,Beauty,133.55,0,2,133.55,267.1
1568,929,411,1044,Home & Kitchen,59.93,20,1,47.94,47.94
1569,929,411,1179,Beauty,139.86,10,4,125.87,503.48
1570,930,801,1185,Beauty,11.27,0,2,11.27,22.54
1571,931,1619,1064,Electronics,187.49,15,1,159.37,159.37
1572,932,1039,1028,Home & Kitchen,180.28,15,2,153.24,306.48
1573,933,1724,1049,Fashion,37.14,10,1,33.43,33.43
1574,934,1665,1166,Fashion,38.39,10,4,34.55,138.2
1575,934,1665,1137,Sports,239.11,20,3,191.29,573.87
1576,935,1809,1247,Electronics,128.6,15,1,109.31,109.31
1577,935,1809,1270,Electronics,271.61,25,2,203.71,407.42
1578,935,1809,1033,Fashion,131.34,10,2,118.21,236.42
1579,936,621,1247,Electronics,122.35,30,3,85.64,256.92
1580,936,621,1191,Home & Kitchen,203.07,10,2,182.76,365.52
1581,937,139,1210,Electronics,854.43,10,3,768.99,2306.97
1582,938,1772,1250,Beauty,26.5,5,1,25.17,25.17
1583,939,1143,1112,Beauty,105.13,20,1,84.1,84.1
1584,939,1143,1257,Beauty,62.6,0,1,62.6,62.6
1585,939,1143,1256,Sports,136.27,0,1,136.27,136.27
1586,940,1316,1270,Electronics,266.34,25,1,199.75,199.75
1587,941,656,1265,Home & Kitchen,80.96,0,1,80.96,80.96
1588,942,981,1103,Home & Kitchen,146.22,5,5,138.91,694.55
1589,943,758,1024,Home & Kitchen,293.82,25,4,220.37,881.48
1590,943,758,1073,Books,16.35,10,3,14.72,44.16
1591,944,748,1078,Sports,217.98,30,3,152.59,457.77
1592,944,748,1271,Electronics,533.78,5,4,507.09,2028.36
1593,945,898,1092,Sports,185.29,5,1,176.03,176.03
1594,945,898,1297,Home & Kitchen,217.7,15,2,185.04,370.08
1595,946,815,1019,Home & Kitchen,33.14,5,1,31.48,31.48
1596,946,815,1242,Fashion,65.33,15,1,55.53,55.53
1597,946,815,1091,Books,24.3,0,1,24.3,24.3
1598,947,560,1277,Beauty,17.62,0,1,17.62,17.62
1599,948,644,1029,Beauty,111.95,5,2,106.35,212.7
1600,948,644,1258,Fashion,93.53,0,2,93.53,187.06
1601,949,625,1218,Books,23.65,5,1,22.47,22.47
1602,950,985,1059,Fashion,35.49,20,1,28.39,28.39
1603,950,985,1183,Beauty,63.03,0,1,63.03,63.03
1604,951,729,1206,Beauty,23.04,25,2,17.28,34.56
1605,951,729,1210,Electronics,871.35,5,1,827.78,827.78
1606,952,631,1206,Beauty,22.59,0,1,22.59,22.59
1607,952,631,1218,Books,23.89,0,1,23.89,23.89
1608,953,1154,1095,Beauty,66.52,30,1,46.56,46.56
1609,954,461,1277,Beauty,17.62,5,4,16.74,66.96
1610,954,461,1078,Sports,222.21,10,1,199.99,199.99
1611,954,461,1067,Beauty,36.17,5,1,34.36,34.36
1612,955,1469,1185,Beauty,11.27,15,2,9.58,19.16
1613,955,1469,1144,Sports,195.06,10,3,175.55,526.65
1614,955,1469,1232,Fashion,134.52,10,4,121.07,484.28
1615,956,1820,1164,Sports,170.18,5,1,161.67,161.67
1616,956,1820,1072,Fashion,103.37,0,1,103.37,103.37
1617,957,1513,1063,Books,40.39,5,1,38.37,38.37
1618,957,1513,1201,Fashion,16.46,5,2,15.64,31.28
1619,957,1513,1207,Fashion,27.6,0,1,27.6,27.6
1620,957,1513,1192,Electronics,862.64,25,2,646.98,1293.96
1621,958,47,1141,Sports,188.73,20,2,150.98,301.96
1622,958,47,1263,Beauty,59.25,10,1,53.33,53.33
1623,958,47,1214,Fashion,154.39,25,3,115.79,347.37
1624,959,426,1002,Books,21.83,5,2,20.74,41.48
1625,959,426,1222,Fashion,89.14,10,1,80.23,80.23
1626,959,426,1070,Electronics,614.14,30,1,429.9,429.9
1627,959,426,1285,Books,29.31,0,1,29.31,29.31
1628,960,466,1211,Fashion,76.08,15,2,64.67,129.34
1629,961,167,1291,Home & Kitchen,334.89,5,1,318.15,318.15
1630,961,167,1070,Electronics,614.14,15,1,522.02,522.02
1631,962,773,1162,Home & Kitchen,336.65,5,1,319.82,319.82
1632,963,1815,1038,Home & Kitchen,69.26,15,1,58.87,58.87
1633,964,1710,1044,Home & Kitchen,57.02,0,3,57.02,171.06
1634,965,1361,1125,Books,32.94,30,3,23.06,69.18
1635,966,1540,1255,Sports,114.59,20,2,91.67,183.34
1636,967,934,1007,Books,35.0,20,2,28.0,56.0
1637,967,934,1022,Home & Kitchen,321.66,20,1,257.33,257.33
1638,968,1995,1155,Electronics,717.68,15,3,610.03,1830.09
1639,969,408,1111,Beauty,105.6,30,1,73.92,73.92
1640,969,408,1290,Electronics,560.39,25,1,420.29,420.29
1641,970,1296,1034,Sports,213.5,15,1,181.47,181.47
1642,971,704,1100,Books,25.73,0,4,25.73,102.92
1643,971,704,1052,Sports,201.85,0,2,201.85,403.7
1644,971,704,1036,Beauty,115.64,10,2,104.08,208.16
1645,972,431,1261,Electronics,102.13,5,1,97.02,97.02
1646,972,431,1098,Beauty,39.02,15,3,33.17,99.51
1647,973,465,1138,Electronics,894.95,30,1,626.47,626.47
1648,974,978,1129,Beauty,63.32,0,1,63.32,63.32
1649,975,1162,1033,Fashion,123.68,15,3,105.13,315.39
1650,976,138,1241,Fashion,44.03,25,1,33.02,33.02
1651,976,138,1106,Beauty,104.74,0,5,104.74,523.7
1652,977,1111,1055,Fashion,130.73,15,2,111.12,222.24
1653,978,1647,1075,Beauty,108.82,0,1,108.82,108.82
1654,978,1647,1277,Beauty,16.95,30,1,11.86,11.86
1655,979,406,1266,Home & Kitchen,289.33,0,2,289.33,578.66
1656,979,406,1194,Fashion,135.57,0,1,135.57,135.57
1657,980,88,1163,Books,10.08,5,2,9.58,19.16
1658,980,88,1187,Books,39.98,0,1,39.98,39.98
1659,980,88,1142,Beauty,95.44,5,2,90.67,181.34
1660,980,88,1134,Sports,143.36,0,1,143.36,143.36
1661,981,1311,1022,Home & Kitchen,331.61,15,1,281.87,281.87
1662,982,577,1225,Home & Kitchen,253.67,5,1,240.99,240.99
1663,982,577,1062,Sports,138.63,25,1,103.97,103.97
1664,983,932,1147,Books,34.91,20,1,27.93,27.93
1665,984,114,1175,Fashion,184.51,25,2,138.38,276.76
1666,984,114,1146,Electronics,173.89,15,1,147.81,147.81
1667,984,114,1184,Books,39.52,0,3,39.52,118.56
1668,984,114,1296,Sports,240.0,5,1,228.0,228.0
1669,985,393,1175,Fashion,172.21,0,2,172.21,344.42
1670,985,393,1110,Sports,58.53,30,1,40.97,40.97
1671,985,393,1048,Sports,195.3,10,2,175.77,351.54
1672,985,393,1090,Fashion,44.16,5,1,41.95,41.95
1673,986,238,1132,Electronics,559.37,10,1,503.43,503.43
1674,986,238,1130,Beauty,96.99,10,2,87.29,174.58
1675,986,238,1101,Home & Kitchen,268.43,20,4,214.74,858.96
1676,986,238,1290,Electronics,539.04,30,1,377.33,377.33
1677,987,1816,1137,Sports,234.33,5,3,222.61,667.83
1678,988,665,1091,Books,24.06,0,1,24.06,24.06
1679,989,513,1097,Electronics,764.96,10,5,688.46,3442.3
1680,990,1330,1171,Sports,115.18,25,2,86.39,172.78
1681,990,1330,1078,Sports,207.4,20,1,165.92,165.92
1682,991,1686,1066,Home & Kitchen,341.96,0,2,341.96,683.92
1683,992,1964,1054,Sports,142.58,15,1,121.19,121.19
1684,992,1964,1154,Home & Kitchen,73.8,10,3,66.42,199.26
1685,992,1964,1022,Home & Kitchen,348.19,10,2,313.37,626.74
1686,993,689,1173,Beauty,82.44,10,3,74.2,222.6
1687,994,1208,1138,Electronics,894.95,10,2,805.46,1610.92
1688,994,1208,1016,Sports,94.82,0,1,94.82,94.82
1689,995,1073,1122,Beauty,123.87,15,1,105.29,105.29
1690,995,1073,1087,Electronics,889.39,10,1,800.45,800.45
1691,995,1073,1003,Electronics,650.51,10,1,585.46,585.46
1692,996,960,1052,Sports,201.85,15,2,171.57,343.14
1693,997,1895,1189,Beauty,19.46,15,1,16.54,16.54
1694,998,137,1014,Fashion,49.68,25,1,37.26,37.26
1695,999,66,1027,Electronics,916.04,20,2,732.83,1465.66
1696,1000,218,1213,Beauty,111.54,25,1,83.66,83.66
1697,1000,218,1265,Home & Kitchen,84.29,5,5,80.08,400.4
1698,1000,218,1296,Sports,230.86,30,5,161.6,808.0
1699,1001,1090,1231,Sports,25.72,5,3,24.43,73.29
1700,1001,1090,1205,Fashion,113.3,15,4,96.3,385.2
1701,1001,1090,1055,Fashion,130.73,10,1,117.66,117.66
1702,1002,1060,1156,Electronics,457.47,20,4,365.98,1463.92
1703,1003,1133,1142,Beauty,101.34,0,2,101.34,202.68
1704,1004,515,1007,Books,37.16,10,2,33.44,66.88
1705,1005,880,1289,Fashion,137.15,10,2,123.44,246.88
1706,1005,880,1156,Electronics,443.88,5,2,421.69,843.38
1707,1006,738,1046,Beauty,59.25,0,4,59.25,237.0
1708,1006,738,1174,Fashion,155.02,15,2,131.77,263.54
1709,1007,1615,1038,Home & Kitchen,69.26,15,2,58.87,117.74
1710,1008,1862,1129,Beauty,63.32,0,5,63.32,316.6
1711,1009,844,1213,Beauty,110.44,5,1,104.92,104.92
1712,1009,844,1222,Fashion,86.54,15,1,73.56,73.56
1713,1010,1689,1029,Beauty,109.78,15,1,93.31,93.31
1714,1010,1689,1149,Fashion,67.56,30,2,47.29,94.58
1715,1011,211,1224,Sports,182.28,20,4,145.82,583.28
1716,1011,211,1171,Sports,115.18,10,1,103.66,103.66
1717,1012,30,1286,Home & Kitchen,214.12,20,2,171.3,342.6
1718,1012,30,1280,Electronics,892.57,5,3,847.94,2543.82
1719,1012,30,1240,Electronics,318.46,25,2,238.84,477.68
1720,1012,30,1167,Beauty,126.34,10,1,113.71,113.71
1721,1013,1007,1274,Beauty,138.92,10,1,125.03,125.03
1722,1014,560,1061,Fashion,26.75,0,1,26.75,26.75
1723,1015,1742,1131,Electronics,770.88,20,2,616.7,1233.4
1724,1015,1742,1099,Books,23.29,25,2,17.47,34.94
1725,1016,1301,1082,Home & Kitchen,161.84,0,1,161.84,161.84
1726,1017,360,1267,Electronics,359.38,25,3,269.53,808.59
1727,1018,752,1054,Sports,135.79,20,1,108.63,108.63
1728,1019,1731,1173,Beauty,89.24,15,1,75.85,75.85
1729,1020,1805,1008,Books,19.92,20,3,15.94,47.82
1730,1021,1160,1079,Home & Kitchen,151.07,10,3,135.96,407.88
1731,1022,1388,1020,Beauty,110.94,10,1,99.85,99.85
1732,1023,381,1169,Sports,68.33,5,1,64.91,64.91
1733,1024,1311,1050,Fashion,176.89,10,1,159.2,159.2
1734,1025,1802,1174,Fashion,159.76,20,3,127.81,383.43
1735,1025,1802,1241,Fashion,44.03,15,3,37.43,112.29
1736,1025,1802,1077,Books,35.56,0,1,35.56,35.56
1737,1026,1442,1132,Electronics,542.75,5,5,515.61,2578.05
1738,1026,1442,1180,Electronics,833.48,15,3,708.46,2125.38
1739,1027,457,1207,Fashion,29.57,0,2,29.57,59.14
1740,1027,457,1290,Electronics,560.39,5,1,532.37,532.37
1741,1028,570,1223,Electronics,822.09,5,1,780.99,780.99
1742,1029,1449,1272,Beauty,52.33,0,2,52.33,104.66
1743,1030,348,1173,Beauty,85.84,0,2,85.84,171.68
1744,1030,348,1189,Beauty,20.26,10,1,18.23,18.23
1745,1030,348,1095,Beauty,66.52,5,1,63.19,63.19
1746,1030,348,1016,Sports,92.98,25,2,69.73,139.46
1747,1031,1123,1293,Beauty,110.3,15,4,93.75,375.0
1748,1031,1123,1228,Sports,46.25,5,1,43.94,43.94
1749,1032,1088,1193,Books,28.66,15,1,24.36,24.36
1750,1032,1088,1177,Electronics,923.09,20,2,738.47,1476.94
1751,1033,1568,1271,Electronics,518.23,15,1,440.5,440.5
1752,1033,1568,1035,Electronics,573.57,25,3,430.18,1290.54
1753,1034,336,1071,Beauty,61.04,15,1,51.88,51.88
1754,1035,1368,1269,Electronics,563.1,15,1,478.63,478.63
1755,1035,1368,1065,Fashion,87.34,0,5,87.34,436.7
1756,1035,1368,1090,Fashion,46.41,5,1,44.09,44.09
1757,1036,426,1264,Fashion,38.09,10,1,34.28,34.28
1758,1037,1231,1294,Home & Kitchen,173.93,5,3,165.23,495.69
1759,1038,705,1002,Books,21.4,30,1,14.98,14.98
1760,1038,705,1137,Sports,241.5,10,1,217.35,217.35
1761,1039,1380,1029,Beauty,108.69,25,1,81.52,81.52
1762,1040,1958,1118,Fashion,145.31,20,1,116.25,116.25
1763,1041,714,1044,Home & Kitchen,58.18,20,1,46.54,46.54
1764,1041,714,1115,Fashion,115.89,5,1,110.1,110.1
1765,1042,797,1137,Sports,234.33,10,3,210.9,632.7
1766,1043,85,1129,Beauty,65.28,5,3,62.02,186.06
1767,1044,1769,1286,Home & Kitchen,216.26,5,5,205.45,1027.25
1768,1044,1769,1223,Electronics,822.09,10,2,739.88,1479.76
1769,1045,190,1059,Fashion,36.19,15,1,30.76,30.76
1770,1046,1685,1266,Home & Kitchen,278.31,10,2,250.48,500.96
1771,1047,1349,1194,Fashion,130.4,10,3,117.36,352.08
1772,1048,892,1150,Fashion,31.67,15,2,26.92,53.84
1773,1048,892,1168,Books,23.51,15,1,19.98,19.98
1774,1049,624,1169,Sports,71.03,20,3,56.82,170.46
1775,1049,624,1003,Electronics,650.51,20,1,520.41,520.41
1776,1050,626,1010,Electronics,262.43,30,4,183.7,734.8
1777,1051,1765,1004,Electronics,697.49,5,2,662.62,1325.24
1778,1051,1765,1293,Beauty,115.81,5,1,110.02,110.02
1779,1052,930,1230,Beauty,54.72,15,1,46.51,46.51
1780,1053,746,1102,Sports,84.57,5,5,80.34,401.7
1781,1054,310,1259,Sports,253.52,5,3,240.84,722.52
1782,1055,861,1084,Sports,150.01,5,1,142.51,142.51
1783,1056,1080,1192,Electronics,889.05,20,3,711.24,2133.72
1784,1057,1746,1043,Books,35.62,15,1,30.28,30.28
1785,1057,1746,1146,Electronics,162.3,10,3,146.07,438.21
1786,1058,210,1187,Books,41.22,10,1,37.1,37.1
1787,1058,210,1107,Beauty,82.84,5,2,78.7,157.4
1788,1058,210,1021,Home & Kitchen,99.98,10,4,89.98,359.92
1789,1058,210,1292,Fashion,29.11,5,3,27.65,82.95
1790,1059,1557,1248,Electronics,174.19,10,1,156.77,156.77
1791,1059,1557,1021,Home & Kitchen,96.98,0,2,96.98,193.96
1792,1060,1898,1270,Electronics,276.88,5,4,263.04,1052.16
1793,1060,1898,1251,Sports,254.36,10,2,228.92,457.84
1794,1060,1898,1131,Electronics,825.94,20,1,660.75,660.75
1795,1061,1739,1279,Fashion,55.95,15,2,47.56,95.12
1796,1062,152,1038,Home & Kitchen,67.91,0,2,67.91,135.82
1797,1063,1369,1064,Electronics,194.91,15,2,165.67,331.34
1798,1064,474,1146,Electronics,162.3,15,2,137.96,275.92
1799,1065,1028,1206,Beauty,23.49,0,1,23.49,23.49
1800,1066,647,1225,Home & Kitchen,253.67,5,3,240.99,722.97
1801,1066,647,1170,Home & Kitchen,70.37,15,3,59.81,179.43
1802,1066,647,1240,Electronics,321.64,20,4,257.31,1029.24
1803,1067,782,1279,Fashion,53.29,5,1,50.63,50.63
1804,1067,782,1110,Sports,59.72,15,3,50.76,152.28
1805,1068,550,1074,Books,41.6,15,1,35.36,35.36
1806,1068,550,1125,Books,34.62,5,5,32.89,164.45
1807,1068,550,1275,Electronics,832.0,20,2,665.6,1331.2
1808,1069,1383,1247,Electronics,128.6,20,1,102.88,102.88
1809,1069,1383,1032,Electronics,164.19,20,1,131.35,131.35
1810,1070,43,1074,Books,40.39,25,1,30.29,30.29
1811,1070,43,1147,Books,35.99,0,2,35.99,71.98
1812,1071,8,1101,Home & Kitchen,268.43,0,1,268.43,268.43
1813,1072,1479,1116,Home & Kitchen,268.5,25,1,201.38,201.38
1814,1072,1479,1080,Home & Kitchen,257.37,10,1,231.63,231.63
1815,1072,1479,1075,Beauty,104.51,5,2,99.28,198.56
1816,1073,1436,1095,Beauty,66.52,0,4,66.52,266.08
1817,1073,1436,1192,Electronics,889.05,20,2,711.24,1422.48
1818,1074,1728,1030,Home & Kitchen,59.92,0,1,59.92,59.92
1819,1075,1299,1115,Fashion,117.05,20,1,93.64,93.64
1820,1076,1541,1262,Home & Kitchen,341.2,15,3,290.02,870.06
1821,1077,1254,1060,Beauty,59.91,20,1,47.93,47.93
1822,1077,1254,1036,Beauty,115.64,15,1,98.29,98.29
1823,1078,350,1242,Fashion,66.62,10,1,59.96,59.96
1824,1078,350,1004,Electronics,684.21,5,1,650.0,650.0
1825,1078,350,1193,Books,28.66,0,3,28.66,85.98
1826,1078,350,1214,Fashion,157.45,10,3,141.7,425.1
1827,1079,1477,1167,Beauty,130.13,10,1,117.12,117.12
1828,1080,1868,1233,Home & Kitchen,335.45,5,1,318.68,318.68
1829,1080,1868,1028,Home & Kitchen,180.28,20,1,144.22,144.22
1830,1080,1868,1075,Beauty,104.51,0,3,104.51,313.53
1831,1081,432,1118,Fashion,155.69,10,2,140.12,280.24
1832,1082,38,1039,Home & Kitchen,197.07,15,1,167.51,167.51
1833,1083,31,1265,Home & Kitchen,87.63,20,1,70.1,70.1
1834,1083,31,1119,Fashion,101.67,15,3,86.42,259.26
1835,1083,31,1045,Electronics,376.95,10,2,339.25,678.5
1836,1084,1459,1190,Electronics,473.0,20,1,378.4,378.4
1837,1085,1074,1090,Fashion,43.71,5,1,41.52,41.52
1838,1086,898,1041,Electronics,449.71,20,1,359.77,359.77
1839,1086,898,1083,Books,33.43,10,2,30.09,60.18
1840,1087,187,1174,Fashion,155.02,10,3,139.52,418.56
1841,1088,1106,1268,Sports,227.07,15,1,193.01,193.01
1842,1089,1625,1021,Home & Kitchen,97.98,30,2,68.59,137.18
1843,1089,1625,1014,Fashion,47.27,5,2,44.91,89.82
1844,1090,623,1211,Fashion,78.41,5,2,74.49,148.98
1845,1091,1303,1021,Home & Kitchen,102.98,10,1,92.68,92.68
1846,1092,1309,1027,Electronics,916.04,30,1,641.23,641.23
1847,1093,1576,1207,Fashion,27.6,20,1,22.08,22.08
1848,1094,1944,1060,Beauty,60.51,10,2,54.46,108.92
1849,1094,1944,1133,Fashion,177.28,25,1,132.96,132.96
1850,1094,1944,1298,Home & Kitchen,301.82,0,5,301.82,1509.1
1851,1095,259,1279,Fashion,53.29,0,1,53.29,53.29
1852,1095,259,1136,Beauty,56.91,15,1,48.37,48.37
1853,1096,888,1223,Electronics,789.53,15,1,671.1,671.1
1854,1097,1999,1214,Fashion,152.86,25,1,114.65,114.65
1855,1098,1403,1095,Beauty,67.84,10,1,61.06,61.06
1856,1098,1403,1228,Sports,47.64,0,2,47.64,95.28
1857,1099,1275,1060,Beauty,58.71,5,1,55.77,55.77
1858,1099,1275,1130,Beauty,94.11,10,4,84.7,338.8
1859,1100,989,1251,Sports,234.98,5,1,223.23,223.23
1860,1101,223,1119,Fashion,96.83,20,1,77.46,77.46
1861,1101,223,1189,Beauty,20.06,15,2,17.05,34.1
1862,1102,1016,1182,Fashion,84.23,20,3,67.38,202.14
1863,1102,1016,1144,Sports,195.06,0,2,195.06,390.12
1864,1103,94,1227,Sports,39.62,20,3,31.7,95.1
1865,1103,94,1253,Books,33.3,15,3,28.3,84.9
1866,1103,94,1136,Beauty,58.62,10,1,52.76,52.76
1867,1104,766,1192,Electronics,853.84,25,4,640.38,2561.52
1868,1104,766,1216,Books,35.09,20,1,28.07,28.07
1869,1105,1088,1192,Electronics,906.66,15,3,770.66,2311.98
1870,1105,1088,1172,Home & Kitchen,163.42,15,1,138.91,138.91
1871,1106,560,1002,Books,22.25,20,2,17.8,35.6
1872,1106,560,1080,Home & Kitchen,278.6,0,2,278.6,557.2
1873,1107,944,1256,Sports,138.92,15,2,118.08,236.16
1874,1107,944,1043,Books,38.17,5,2,36.26,72.52
1875,1108,1555,1033,Fashion,133.89,5,1,127.2,127.2
1876,1108,1555,1192,Electronics,924.26,0,2,924.26,1848.52
1877,1109,301,1136,Beauty,58.62,10,1,52.76,52.76
1878,1109,301,1176,Beauty,102.5,25,2,76.88,153.76
1879,1109,301,1121,Books,17.58,25,1,13.18,13.18
1880,1110,1466,1271,Electronics,544.14,0,2,544.14,1088.28
1881,1111,444,1184,Books,39.52,5,4,37.54,150.16
1882,1112,1773,1050,Fashion,176.89,15,1,150.36,150.36
1883,1112,1773,1066,Home & Kitchen,348.94,15,4,296.6,1186.4
1884,1113,921,1228,Sports,44.86,0,3,44.86,134.58
1885,1114,391,1034,Sports,215.63,10,1,194.07,194.07
1886,1115,1081,1129,Beauty,65.28,0,1,65.28,65.28
1887,1116,783,1269,Electronics,563.1,0,2,563.1,1126.2
1888,1116,783,1016,Sports,94.82,10,1,85.34,85.34
1889,1116,783,1185,Beauty,11.85,5,2,11.26,22.52
1890,1117,224,1170,Home & Kitchen,70.37,25,1,52.78,52.78
1891,1118,1060,1116,Home & Kitchen,279.57,0,1,279.57,279.57
1892,1118,1060,1020,Beauty,108.79,20,2,87.03,174.06
1893,1119,167,1045,Electronics,369.77,20,5,295.82,1479.1
1894,1119,167,1150,Fashion,32.62,5,1,30.99,30.99
1895,1120,1567,1218,Books,24.36,0,4,24.36,97.44
1896,1120,1567,1002,Books,21.83,5,2,20.74,41.48
1897,1120,1567,1233,Home & Kitchen,356.19,0,4,356.19,1424.76
1898,1120,1567,1090,Fashion,46.41,10,2,41.77,83.54
1899,1121,1359,1231,Sports,25.22,0,1,25.22,25.22
1900,1121,1359,1160,Beauty,83.73,15,4,71.17,284.68
1901,1121,1359,1211,Fashion,78.41,25,3,58.81,176.43
1902,1121,1359,1019,Home & Kitchen,33.14,10,1,29.83,29.83
1903,1122,793,1105,Electronics,549.76,20,1,439.81,439.81
1904,1123,1342,1086,electronics,308.31,15,2,262.06,524.12
1905,1123,1342,1146,Electronics,160.64,10,3,144.58,433.74
1906,1124,1806,1245,Books,18.61,0,2,18.61,37.22
1907,1125,805,1208,Sports,106.45,30,1,74.52,74.52
1908,1126,1039,1155,Electronics,717.68,15,2,610.03,1220.06
1909,1127,1297,1267,Electronics,362.97,25,2,272.23,544.46
1910,1128,142,1162,Home & Kitchen,340.02,0,1,340.02,340.02
1911,1129,1386,1293,Beauty,108.09,25,1,81.07,81.07
1912,1130,424,1191,Home & Kitchen,209.28,25,4,156.96,627.84
1913,1131,1725,1257,Beauty,58.96,10,5,53.06,265.3
1914,1131,1725,1142,Beauty,95.44,10,2,85.9,171.8
1915,1132,1574,1028,Home & Kitchen,182.14,10,1,163.93,163.93
1916,1133,129,1149,Fashion,64.88,5,1,61.64,61.64
1917,1133,129,1158,Beauty,87.84,30,3,61.49,184.47
1918,1133,129,1200,Electronics,220.69,10,1,198.62,198.62
1919,1134,1440,1210,Electronics,871.35,25,5,653.51,3267.55
1920,1135,300,1133,Fashion,177.28,20,3,141.82,425.46
1921,1135,300,1203,Beauty,52.14,0,4,52.14,208.56
1922,1136,424,1165,Electronics,856.38,25,1,642.28,642.28
1923,1136,424,1216,Books,36.54,15,1,31.06,31.06
1924,1136,424,1181,Electronics,826.33,20,1,661.06,661.06
1925,1137,1944,1072,Fashion,106.53,0,1,106.53,106.53
1926,1137,1944,1296,Sports,230.86,15,5,196.23,981.15
1927,1137,1944,1034,Sports,215.63,5,2,204.85,409.7
1928,1138,1675,1140,Electronics,563.13,15,2,478.66,957.32
1929,1138,1675,1134,Sports,152.22,15,2,129.39,258.78
1930,1138,1675,1072,Fashion,108.64,15,4,92.34,369.36
1931,1138,1675,1286,Home & Kitchen,220.54,25,3,165.41,496.23
1932,1139,1189,1026,Electronics,607.69,15,1,516.54,516.54
1933,1139,1189,1011,Beauty,18.58,10,1,16.72,16.72
1934,1139,1189,1024,Home & Kitchen,296.76,10,4,267.08,1068.32
1935,1140,618,1226,home & kitchen,67.48,5,5,64.11,320.55
1936,1140,618,1002,Books,21.4,20,1,17.12,17.12
1937,1140,618,1097,Electronics,796.51,5,2,756.68,1513.36
1938,1141,762,1145,Sports,60.16,0,3,60.16,180.48
1939,1141,762,1019,Home & Kitchen,33.14,10,2,29.83,59.66
1940,1142,759,1224,Sports,182.28,15,1,154.94,154.94
1941,1143,205,1288,Books,27.7,0,2,27.7,55.4
1942,1143,205,1056,Electronics,158.76,15,2,134.95,269.9
1943,1143,205,1083,Books,32.46,5,1,30.84,30.84
1944,1144,1316,1002,Books,21.4,10,3,19.26,57.78
1945,1145,1506,1063,Books,41.21,5,3,39.15,117.45
1946,1146,1177,1040,Sports,76.84,15,3,65.31,195.93
1947,1147,231,1266,Home & Kitchen,278.31,0,5,278.31,1391.55
1948,1147,231,1223,Electronics,822.09,25,1,616.57,616.57
1949,1148,1969,1098,Beauty,41.01,20,1,32.81,32.81
1950,1149,1541,1059,Fashion,35.14,20,2,28.11,56.22
1951,1149,1541,1082,Home & Kitchen,160.24,10,4,144.22,576.88
1952,1150,1996,1031,Electronics,549.03,15,4,466.68,1866.72
1953,1150,1996,1156,Electronics,443.88,15,1,377.3,377.3
1954,1151,619,1087,Electronics,855.51,10,5,769.96,3849.8
1955,1152,701,1096,Sports,80.25,10,2,72.23,144.46
1956,1153,958,1181,Electronics,842.69,10,2,758.42,1516.84
1957,1153,958,1300,Beauty,127.58,0,2,127.58,255.16
1958,1153,958,1197,Books,44.59,0,2,44.59,89.18
1959,1154,322,1184,Books,38.02,10,1,34.22,34.22
1960,1155,212,1062,Sports,137.26,25,1,102.94,102.94
1961,1155,212,1209,Books,19.95,20,1,15.96,15.96
1962,1156,893,1273,Books,37.46,30,2,26.22,52.44
1963,1156,893,1195,Home & Kitchen,148.94,30,1,104.26,104.26
1964,1157,1618,1174,Fashion,162.93,0,3,162.93,488.79
1965,1157,1618,1056,Electronics,163.52,20,2,130.82,261.64
1966,1157,1618,1131,Electronics,810.21,10,1,729.19,729.19
1967,1158,18,1065,Fashion,84.8,15,1,72.08,72.08
1968,1159,1926,1041,Electronics,436.61,15,1,371.12,371.12
1969,1159,1926,1232,Fashion,137.27,10,2,123.54,247.08
1970,1160,1696,1034,Sports,209.23,15,3,177.85,533.55
1971,1161,456,1023,Books,41.92,15,3,35.63,106.89
1972,1162,1630,1193,Books,27.83,10,1,25.05,25.05
1973,1162,1630,1095,Beauty,65.86,20,1,52.69,52.69
1974,1162,1630,1171,Sports,117.53,10,4,105.78,423.12
1975,1163,1336,1107,Beauty,80.35,10,1,72.31,72.31
1976,1163,1336,1264,Fashion,35.87,0,4,35.87,143.48
1977,1164,1153,1006,Electronics,347.69,10,1,312.92,312.92
1978,1164,1153,1196,Books,38.51,10,3,34.66,103.98
1979,1164,1153,1060,Beauty,58.71,25,2,44.03,88.06
1980,1165,1026,1276,Sports,72.42,20,1,57.94,57.94
1981,1165,1026,1288,Books,26.87,0,1,26.87,26.87
1982,1166,164,1085,Fashion,75.22,0,1,75.22,75.22
1983,1166,164,1098,Beauty,38.63,15,1,32.84,32.84
1984,1167,1937,1089,Beauty,113.33,15,3,96.33,288.99
1985,1167,1937,1267,Electronics,370.16,0,1,370.16,370.16
