order_id,payment_method,payment_amount,payment_status
850,Debit Card,1762.38,Paid
851,PayPal,334.98,Paid
852,Debit Card,189.04,Paid
853,PayPal,944.98,Paid
854,Bank Transfer,306.72,Paid
855,Debit Card,241.77,Paid
856,UPI,294.2,Paid
857,Bank Transfer,119.89,Paid
858,PayPal,437.2,Refunded
859,Bank Transfer,826.45,Paid
860,Bank Transfer,667.52,Paid
861,Bank Transfer,2209.5,Paid
862,Debit Card,884.92,Paid
863,Apple Pay,2488.98,Paid
864,Bank Transfer,699.25,Paid
865,Apple Pay,35.81,Paid
866,UPI,672.06,Refunded
867,UPI,1436.74,Paid
868,Bank Transfer,975.92,Paid
869,Bank Transfer,513.34,Refunded
870,PayPal,86.73,Paid
871,Bank Transfer,1512.14,Paid
872,Bank Transfer,244.82,Paid
873,PayPal,295.39,Paid
874,Credit Card,297.85,Paid
875,Credit Card,296.55,Refunded
876,Credit Card,121.49,Paid
877,Debit Card,1223.78,Paid
878,Apple Pay,595.95,Paid
879,UPI,505.9,Refunded
880,Bank Transfer,13.7,Paid
881,Bank Transfer,289.25,Paid
882,Credit Card,1449.4,Refunded
883,Apple Pay,1526.21,Paid
884,Credit Card,62.41,Refunded
885,Credit Card,424.26,Refunded
886,UPI,451.29,Paid
887,PayPal,1646.88,Paid
888,Bank Transfer,41.32,Paid
889,Credit Card,956.1,Paid
890,Apple Pay,867.36,Refunded
891,Apple Pay,58.39,Paid
892,Bank Transfer,77.97,Paid
893,PayPal,96.36,Paid
894,Credit Card,14.22,Paid
895,Credit Card,94.54,Paid
896,Debit Card,100.33,Paid
897,UPI,34.71,Refunded
898,Bank Transfer,110.9,Paid
899,Bank Transfer,1800.48,Paid
900,Bank Transfer,284.76,Paid
901,UPI,136.18,Paid
902,Apple Pay,1514.64,Paid
903,Bank Transfer,1538.78,Refunded
904,UPI,250.78,Refunded
905,Debit Card,118.07,Paid
906,UPI,33.64,Paid
907,Bank Transfer,262.83,Paid
908,Credit Card,271.18,Paid
909,UPI,333.42,Refunded
910,Bank Transfer,35.99,Paid
911,Credit Card,188.75,Paid
912,Bank Transfer,161.83,Paid
913,PayPal,222.09,Paid
914,Debit Card,171.93,Paid
915,UPI,195.97,Paid
916,Bank Transfer,52.69,Refunded
917,PayPal,104.15,Paid
918,Credit Card,65.58,Paid
919,Credit Card,369.18,Paid
920,PayPal,60.03,Paid
921,Bank Transfer,522.22,Paid
922,Debit Card,365.76,Refunded
923,UPI,107.15,Refunded
924,Debit Card,800.63,Refunded
925,PayPal,29.7,Refunded
926,UPI,373.15,Paid
927,Debit Card,299.05,Refunded
928,PayPal,735.93,Paid
929,PayPal,551.42,Paid
930,Credit Card,44.53,Refunded
931,Debit Card,165.36,Paid
932,Apple Pay,306.48,Paid
933,Bank Transfer,46.42,Paid
934,Bank Transfer,712.07,Paid
935,Debit Card,753.15,Paid
936,PayPal,622.44,Paid
937,Bank Transfer,2306.97,Paid
938,UPI,31.16,Paid
939,Credit Card,282.97,Paid
940,PayPal,221.74,Paid
941,Debit Card,86.95,Refunded
942,Debit Card,694.55,Paid
943,Apple Pay,925.64,Refunded
944,Apple Pay,2486.13,Paid
945,PayPal,546.11,Paid
946,Bank Transfer,117.3,Refunded
947,Debit Card,30.61,Paid
948,UPI,399.76,Refunded
949,Credit Card,28.46,Paid
950,Debit Card,104.41,Paid
951,UPI,862.34,Paid
952,Apple Pay,59.47,Paid
953,UPI,59.55,Paid
954,PayPal,301.31,Paid
955,Apple Pay,1030.09,Paid
956,UPI,265.04,Refunded
957,Credit Card,1391.21,Paid
958,Bank Transfer,702.66,Refunded
959,UPI,580.92,Paid
960,PayPal,135.33,Paid
961,Apple Pay,840.17,Refunded
962,Credit Card,319.82,Paid
963,Credit Card,71.86,Paid
964,PayPal,177.05,Paid
965,UPI,75.17,Refunded
966,Bank Transfer,189.33,Paid
967,UPI,313.33,Paid
968,UPI,1830.09,Refunded
969,Bank Transfer,494.21,Refunded
970,UPI,203.46,Paid
971,Credit Card,714.78,Paid
972,Debit Card,202.52,Paid
973,Debit Card,626.47,Paid
974,Apple Pay,69.31,Paid
975,Debit Card,315.39,Paid
976,Debit Card,556.72,Refunded
977,PayPal,228.23,Paid
978,PayPal,126.67,Paid
979,Debit Card,714.23,Refunded
980,Apple Pay,383.84,Paid
981,Bank Transfer,281.87,Paid
982,Debit Card,344.96,Paid
983,UPI,33.92,Paid
984,Credit Card,771.13,Paid
985,Apple Pay,778.88,Paid
986,Apple Pay,1914.3,Refunded
987,UPI,667.83,Refunded
988,Bank Transfer,30.05,Paid
989,Bank Transfer,3442.3,Paid
990,PayPal,338.7,Refunded
991,PayPal,683.92,Refunded
992,Apple Pay,947.19,Paid
993,Debit Card,228.59,Paid
994,PayPal,1705.74,Paid
995,Debit Card,1491.2,Refunded
996,Debit Card,343.14,Refunded
997,Debit Card,38.53,Paid
998,PayPal,43.25,Refunded
999,Apple Pay,1465.66,Refunded
1000,Credit Card,1292.06,Paid
1001,PayPal,576.15,Paid
1002,Apple Pay,1463.92,Refunded
1003,UPI,215.67,Paid
1004,UPI,72.87,Refunded
1005,Debit Card,1090.26,Paid
1006,UPI,500.54,Paid
1007,Bank Transfer,123.73,Paid
1008,Debit Card,316.6,Paid
1009,UPI,184.47,Paid
1010,Apple Pay,200.88,Paid
1011,Credit Card,686.94,Paid
1012,Credit Card,3477.81,Paid
1013,Credit Card,131.02,Paid
1014,Debit Card,32.74,Refunded
1015,Apple Pay,1268.34,Paid
1016,Credit Card,167.83,Paid
1017,Debit Card,808.59,Paid
1018,Bank Transfer,114.62,Refunded
1019,Credit Card,81.84,Paid
1020,Debit Card,53.81,Refunded
1021,UPI,407.88,Paid
1022,UPI,105.84,Paid
1023,Bank Transfer,70.9,Refunded
1024,Debit Card,181.19,Paid
1025,Debit Card,531.28,Paid
1026,UPI,4703.43,Refunded
1027,UPI,591.51,Paid
1028,UPI,780.99,Refunded
1029,Bank Transfer,117.65,Paid
1030,Bank Transfer,392.56,Paid
1031,UPI,418.94,Paid
1032,Apple Pay,1501.3,Paid
1033,Credit Card,1731.04,Paid
1034,Debit Card,64.87,Refunded
1035,Credit Card,959.42,Paid
1036,Bank Transfer,40.27,Paid
1037,Credit Card,495.69,Paid
1038,Bank Transfer,254.32,Refunded
1039,Bank Transfer,87.51,Paid
1040,Credit Card,129.24,Paid
1041,PayPal,178.63,Paid
1042,UPI,632.7,Paid
1043,Bank Transfer,192.05,Paid
1044,Bank Transfer,2507.01,Refunded
1045,UPI,52.75,Refunded
1046,Credit Card,500.96,Paid
1047,UPI,352.08,Paid
1048,Debit Card,79.81,Refunded
1049,UPI,690.87,Paid
1050,Debit Card,734.8,Paid
1051,Bank Transfer,1435.26,Paid
1052,Credit Card,52.5,Paid
1053,Credit Card,401.7,Paid
1054,Bank Transfer,722.52,Paid
1055,Debit Card,155.5,Paid
1056,Bank Transfer,2133.72,Paid
1057,PayPal,468.49,Paid
1058,Debit Card,637.37,Paid
1059,PayPal,350.73,Paid
1060,Debit Card,2170.75,Refunded
1061,Debit Card,101.11,Paid
1062,PayPal,148.81,Paid
1063,PayPal,331.34,Paid
1064,Credit Card,275.92,Paid
1065,Debit Card,29.48,Paid
1066,Apple Pay,1931.64,Refunded
1067,UPI,208.9,Refunded
1068,Bank Transfer,1531.01,Paid
1069,Apple Pay,240.22,Paid
1070,Apple Pay,108.26,Refunded
1071,Debit Card,268.43,Paid
1072,Apple Pay,631.57,Paid
1073,Debit Card,1688.56,Refunded
1074,Apple Pay,65.91,Paid
1075,PayPal,115.63,Paid
1076,Bank Transfer,870.06,Paid
1077,Bank Transfer,159.21,Refunded
1078,UPI,1221.04,Paid
1079,PayPal,130.11,Paid
1080,UPI,776.43,Paid
1081,UPI,280.24,Paid
1082,Apple Pay,173.5,Refunded
1083,UPI,1007.86,Refunded
1084,PayPal,378.4,Refunded
1085,Apple Pay,47.51,Paid
1086,Credit Card,419.95,Paid
1087,Credit Card,418.56,Paid
1088,Debit Card,206.0,Paid
1089,Apple Pay,232.99,Paid
1090,PayPal,154.97,Paid
1091,Debit Card,98.67,Paid
1092,Apple Pay,641.23,Paid
1093,Credit Card,28.07,Paid
1094,UPI,1750.98,Paid
1095,Bank Transfer,107.65,Paid
1096,PayPal,671.1,Paid
1097,PayPal,136.64,Paid
1098,UPI,162.33,Refunded
1099,Credit Card,394.57,Paid
1100,Bank Transfer,229.22,Paid
1101,Debit Card,117.55,Refunded
1102,PayPal,592.26,Paid
1103,Apple Pay,238.75,Paid
1104,UPI,2589.59,Paid
1105,Credit Card,2450.89,Paid
1106,UPI,592.8,Paid
1107,Apple Pay,308.68,Paid
1108,Apple Pay,1975.72,Refunded
1109,PayPal,225.69,Paid
1110,Apple Pay,1088.28,Paid
1111,Credit Card,156.15,Paid
1112,Apple Pay,1336.76,Paid
1113,Credit Card,140.57,Paid
1114,PayPal,200.06,Paid
1115,Credit Card,71.27,Refunded
1116,PayPal,1234.06,Paid
1117,Credit Card,58.77,Paid
1118,Debit Card,453.63,Paid
1119,Apple Pay,1510.09,Refunded
1120,PayPal,1647.22,Refunded
1121,Debit Card,516.16,Refunded
1122,PayPal,439.81,Paid
1123,Apple Pay,957.86,Paid
1124,Apple Pay,50.21,Refunded
1125,PayPal,80.51,Paid
1126,UPI,1220.06,Paid
1127,Bank Transfer,544.46,Paid
1128,PayPal,340.02,Refunded
1129,UPI,87.06,Refunded
1130,PayPal,627.84,Paid
1131,Bank Transfer,437.1,Paid
1132,UPI,176.92,Paid
1133,PayPal,444.73,Paid
1134,PayPal,3267.55,Paid
1135,PayPal,634.02,Paid
1136,Bank Transfer,1334.4,Paid
1137,Apple Pay,1497.38,Paid
1138,UPI,2081.69,Paid
1139,Debit Card,1601.58,Paid
1140,Apple Pay,1851.03,Paid
1141,UPI,246.13,Paid
1142,PayPal,160.93,Paid
1143,PayPal,356.14,Paid
1144,UPI,63.77,Paid
1145,Bank Transfer,130.44,Paid
1146,UPI,208.92,Refunded
1147,Apple Pay,2008.12,Paid
1148,UPI,38.8,Paid
1149,PayPal,633.1,Paid
1150,Debit Card,2244.02,Paid
1151,PayPal,3849.8,Paid
1152,Bank Transfer,150.45,Paid
1153,PayPal,1861.18,Refunded
1154,Apple Pay,40.21,Paid
1155,PayPal,131.89,Paid
1156,Bank Transfer,162.69,Paid
1157,Apple Pay,1479.62,Paid
1158,UPI,78.07,Paid
1159,Apple Pay,618.2,Paid
1160,PayPal,533.55,Paid
1161,Credit Card,112.88,Paid
1162,UPI,500.86,Paid
1163,Credit Card,228.78,Refunded
1164,PayPal,504.96,Paid
1165,Credit Card,90.8,Paid
1166,Debit Card,121.05,Refunded
1167,Apple Pay,659.15,Refunded
1168,UPI,215.51,Paid
1169,Apple Pay,271.49,Paid
1170,Credit Card,423.01,Paid
1171,PayPal,492.44,Paid
1172,UPI,191.52,Refunded
1173,Debit Card,52.61,Refunded
1174,UPI,86.15,Paid
1175,Credit Card,112.21,Paid
1176,Credit Card,162.0,Paid
1177,PayPal,64.03,Refunded
1178,UPI,3134.23,Refunded
1179,PayPal,3382.08,Refunded
1180,Credit Card,85.73,Paid
1181,Apple Pay,43.71,Paid
1182,Bank Transfer,28.46,Paid
1183,Apple Pay,137.89,Paid
1184,Bank Transfer,319.07,Paid
1185,UPI,1613.54,Paid
1186,Credit Card,40.25,Paid
1187,PayPal,148.53,Paid
1188,PayPal,858.31,Paid
1189,Debit Card,346.4,Paid
1190,Debit Card,576.28,Paid
1191,UPI,70.64,Paid
1192,PayPal,2386.55,Paid
1193,Debit Card,172.62,Refunded
1194,Debit Card,1312.1,Paid
1195,Credit Card,1166.15,Paid
1196,PayPal,553.16,Refunded
1197,Bank Transfer,108.53,Paid
1198,PayPal,202.15,Paid
1199,Debit Card,2502.87,Paid
1200,Bank Transfer,922.33,Paid
1201,PayPal,2525.93,Paid
1202,Bank Transfer,175.65,Refunded
1203,Debit Card,869.12,Paid
1204,Apple Pay,74.81,Refunded
1205,Bank Transfer,485.46,Refunded
1206,Credit Card,74.78,Refunded
1207,Debit Card,157.33,Refunded
1208,PayPal,1089.32,Paid
1209,PayPal,236.83,Paid
1210,UPI,185.71,Paid
1211,Bank Transfer,1817.86,Refunded
1212,Credit Card,433.89,Paid
1213,Debit Card,1083.96,Paid
1214,Bank Transfer,208.77,Paid
1215,PayPal,299.03,Refunded
1216,Bank Transfer,558.88,Paid
1217,UPI,111.93,Paid
1218,PayPal,763.29,Paid
1219,Credit Card,894.6,Refunded
1220,Debit Card,75.83,Refunded
1221,UPI,185.99,Paid
1222,UPI,132.66,Paid
1223,Bank Transfer,961.64,Paid
1224,PayPal,96.27,Paid
1225,UPI,208.88,Paid
1226,Bank Transfer,692.73,Refunded
1227,Debit Card,191.35,Refunded
1228,Bank Transfer,425.61,Refunded
1229,Apple Pay,890.25,Paid
1230,UPI,139.47,Paid
1231,Apple Pay,30.36,Paid
1232,Bank Transfer,295.07,Paid
1233,Bank Transfer,136.93,Paid
1234,Debit Card,552.22,Paid
1235,Bank Transfer,2877.06,Paid
1236,UPI,1573.59,Paid
1237,Debit Card,156.43,Paid
1238,Apple Pay,811.23,Refunded
1239,PayPal,801.26,Paid
1240,Apple Pay,203.99,Paid
1241,PayPal,64.27,Refunded
1242,Apple Pay,239.35,Paid
1243,PayPal,186.92,Paid
1244,PayPal,148.71,Paid
1245,Apple Pay,334.38,Paid
1246,UPI,1091.86,Paid
1247,PayPal,659.02,Paid
1248,UPI,623.0,Paid
1249,Debit Card,1175.01,Paid
1250,Credit Card,377.72,Paid
1251,PayPal,115.71,Paid
1252,UPI,373.88,Refunded
1253,UPI,519.34,Paid
1254,UPI,217.94,Paid
1255,Debit Card,713.84,Paid
1256,Apple Pay,339.46,Paid
1257,PayPal,318.02,Refunded
1258,Debit Card,2157.05,Paid
1259,UPI,25.52,Refunded
1260,PayPal,267.25,Paid
1261,Debit Card,179.57,Paid
1262,Bank Transfer,1737.76,Refunded
1263,PayPal,81.29,Paid
1264,Debit Card,22.11,Refunded
1265,PayPal,64.62,Refunded
1266,Debit Card,161.15,Paid
1267,Apple Pay,1488.6,Refunded
1268,PayPal,1386.03,Paid
1269,Apple Pay,173.24,Paid
1270,Debit Card,1141.89,Refunded
1271,Bank Transfer,220.76,Refunded
1272,Debit Card,2474.94,Refunded
1273,Debit Card,234.4,Paid
1274,Credit Card,254.68,Paid
1275,PayPal,41.96,Paid
1276,Apple Pay,4822.75,Paid
1277,Credit Card,46.16,Paid
1278,Debit Card,27.45,Paid
1279,UPI,86.01,Paid
1280,UPI,52.33,Paid
1281,Debit Card,168.94,Paid
1282,Credit Card,90.89,Paid
1283,Debit Card,74.99,Paid
1284,PayPal,752.56,Paid
1285,Bank Transfer,306.84,Paid
1286,UPI,93.53,Paid
1287,UPI,255.18,Paid
1288,UPI,1154.83,Paid
1289,Debit Card,926.64,Paid
1290,UPI,77.57,Refunded
1291,PayPal,392.06,Paid
1292,Bank Transfer,938.47,Paid
1293,Bank Transfer,441.78,Paid
1294,Apple Pay,1560.46,Refunded
1295,Apple Pay,174.15,Paid
1296,Debit Card,672.37,Paid
1297,PayPal,611.27,Paid
1298,Credit Card,172.22,Paid
1299,UPI,1681.7,Paid
1300,Bank Transfer,576.99,Paid
1301,PayPal,100.78,Paid
1302,Bank Transfer,192.3,Paid
1303,Apple Pay,674.89,Paid
1304,Credit Card,182.96,Paid
1305,Apple Pay,184.37,Paid
1306,PayPal,1827.83,Paid
1307,UPI,93.16,Paid
1308,PayPal,2041.61,Paid
1309,Bank Transfer,6778.49,Paid
1310,Apple Pay,321.12,Paid
1311,Bank Transfer,613.72,Refunded
1312,Credit Card,1331.76,Paid
1313,Apple Pay,409.47,Paid
1314,Apple Pay,525.06,Paid
1315,UPI,89.97,Paid
1316,UPI,923.26,Paid
1317,Debit Card,479.28,Paid
1318,Debit Card,374.12,Paid
1319,Bank Transfer,13.26,Paid
1320,Credit Card,68.77,Paid
1321,Bank Transfer,187.85,Paid
1322,Credit Card,503.72,Refunded
1323,Bank Transfer,140.84,Paid
1324,UPI,73.64,Refunded
1325,Apple Pay,423.54,Paid
1326,Credit Card,6726.82,Paid
1327,Credit Card,800.56,Paid
1328,Apple Pay,84.92,Paid
1329,Bank Transfer,166.79,Paid
1330,PayPal,37.83,Paid
1331,Credit Card,89.21,Refunded
1332,Apple Pay,766.43,Paid
1333,Credit Card,644.46,Paid
1334,Apple Pay,809.92,Paid
1335,UPI,699.54,Paid
1336,PayPal,60.35,Paid
1337,Credit Card,92.36,Paid
1338,Credit Card,177.43,Refunded
1339,PayPal,3510.98,Refunded
1340,PayPal,1062.49,Paid
1341,Credit Card,147.33,Paid
1342,Credit Card,43.39,Paid
1343,UPI,345.84,Refunded
1344,Debit Card,95.79,Paid
1345,Debit Card,257.66,Paid
1346,PayPal,95.32,Refunded
1347,PayPal,404.85,Paid
1348,UPI,877.08,Paid
1349,PayPal,62.75,Paid
1350,Credit Card,197.75,Paid
1351,UPI,234.35,Paid
1352,UPI,172.31,Refunded
1353,Credit Card,107.87,Paid
1354,Bank Transfer,27.86,Paid
1355,Credit Card,126.14,Paid
1356,Debit Card,74.87,Paid
1357,Bank Transfer,607.93,Refunded
1358,PayPal,46.24,Paid
1359,PayPal,167.34,Paid
1360,PayPal,494.43,Paid
1361,PayPal,146.63,Refunded
1362,Apple Pay,179.86,Refunded
1363,Bank Transfer,845.61,Refunded
1364,Credit Card,253.32,Refunded
1365,UPI,397.32,Paid
1366,Debit Card,1531.58,Refunded
1367,Credit Card,394.06,Paid
1368,Debit Card,96.57,Paid
1369,Credit Card,305.5,Refunded
1370,Debit Card,4401.73,Paid
1371,PayPal,1856.27,Refunded
1372,PayPal,36.11,Paid
1373,Debit Card,397.72,Refunded
1374,PayPal,850.69,Paid
1375,Apple Pay,171.59,Refunded
1376,PayPal,2120.03,Paid
1377,Bank Transfer,77.19,Paid
1378,Credit Card,597.81,Paid
1379,Debit Card,57.18,Paid
1380,UPI,729.57,Paid
1381,Debit Card,777.18,Paid
1382,Apple Pay,133.47,Paid
1383,Apple Pay,332.7,Refunded
1384,Credit Card,3799.84,Paid
1385,Debit Card,247.13,Paid
1386,Apple Pay,457.53,Paid
1387,Bank Transfer,2128.5,Paid
1388,Debit Card,2314.14,Paid
1389,Apple Pay,1009.91,Paid
1390,Credit Card,225.9,Refunded
1391,PayPal,46.59,Paid
1392,Debit Card,23.59,Paid
1393,Credit Card,82.75,Paid
1394,UPI,715.16,Refunded
1395,Apple Pay,2134.68,Refunded
1396,Bank Transfer,105.89,Paid
1397,Credit Card,1159.84,Paid
1398,PayPal,298.08,Paid
1399,Debit Card,480.77,Refunded
1400,Credit Card,197.07,Refunded
1401,Bank Transfer,2727.77,Paid
1402,Apple Pay,188.19,Paid
1403,Debit Card,75.82,Paid
1404,Apple Pay,1292.13,Paid
1405,Bank Transfer,86.78,Refunded
1406,Bank Transfer,669.08,Paid
1407,PayPal,124.84,Refunded
1408,Bank Transfer,543.57,Paid
1409,UPI,494.52,Refunded
1410,Debit Card,769.96,Paid
1411,Apple Pay,728.85,Paid
1412,Bank Transfer,142.38,Paid
1413,Apple Pay,56.16,Paid
1414,Bank Transfer,200.71,Paid
1415,Apple Pay,788.55,Refunded
1416,Bank Transfer,546.63,Refunded
1417,PayPal,129.27,Refunded
1418,Debit Card,967.81,Paid
1419,PayPal,2312.14,Paid
1420,Apple Pay,347.52,Paid
1421,Credit Card,253.94,Paid
1422,Apple Pay,85.71,Paid
1423,Credit Card,513.46,Paid
1424,Bank Transfer,1797.15,Paid
1425,Debit Card,39.51,Paid
1426,Debit Card,252.21,Refunded
1427,UPI,2749.0,Paid
1428,Apple Pay,1415.28,Paid
1429,PayPal,701.75,Paid
1430,Debit Card,373.44,Paid
1431,Bank Transfer,387.24,Paid
1432,UPI,60.14,Refunded
1433,Debit Card,346.52,Paid
1434,Apple Pay,133.13,Paid
1435,UPI,205.72,Paid
1436,Credit Card,211.39,Paid
1437,Credit Card,1032.46,Paid
1438,Credit Card,1453.82,Paid
1439,Credit Card,459.06,Paid
1440,Credit Card,804.28,Paid
1441,Debit Card,67.19,Refunded
1442,UPI,1426.45,Refunded
1443,Credit Card,135.61,Paid
1444,Debit Card,67.97,Paid
1445,Credit Card,146.47,Paid
1446,UPI,783.4,Paid
1447,PayPal,97.32,Paid
1448,Bank Transfer,62.49,Paid
1449,Bank Transfer,244.47,Refunded
1450,Bank Transfer,930.45,Paid
1451,PayPal,1290.08,Paid
1452,Debit Card,87.77,Paid
1453,PayPal,83.97,Paid
1454,Apple Pay,241.87,Paid
1455,Apple Pay,480.83,Refunded
1456,Credit Card,120.54,Paid
1457,UPI,56.39,Paid
1458,PayPal,258.05,Paid
1459,Apple Pay,198.15,Paid
1460,PayPal,253.06,Paid
1461,Bank Transfer,991.71,Paid
1462,Debit Card,251.94,Paid
1463,Debit Card,45.1,Paid
1464,PayPal,58.63,Paid
1465,Apple Pay,42.31,Refunded
1466,Bank Transfer,414.98,Refunded
1467,Apple Pay,1156.2,Refunded
1468,Bank Transfer,337.77,Paid
1469,Credit Card,92.25,Paid
1470,Debit Card,193.91,Paid
1471,Apple Pay,754.12,Paid
1472,Bank Transfer,3128.12,Paid
1473,PayPal,312.15,Refunded
1474,Credit Card,116.9,Paid
1475,Credit Card,118.6,Paid
1476,Bank Transfer,360.56,Paid
1477,Bank Transfer,166.45,Paid
1478,Debit Card,1702.85,Paid
1479,Debit Card,856.42,Refunded
1480,Credit Card,106.03,Paid
1481,Apple Pay,522.11,Paid
1482,Apple Pay,534.96,Paid
1483,PayPal,816.47,Paid
1484,Apple Pay,1155.23,Paid
1485,Bank Transfer,570.28,Paid
1486,Credit Card,1307.33,Paid
1487,Debit Card,105.39,Paid
1488,Apple Pay,173.75,Paid
1489,Apple Pay,66.7,Paid
1490,Debit Card,139.88,Paid
1491,Credit Card,430.55,Paid
1492,PayPal,64.31,Paid
1493,Bank Transfer,227.48,Refunded
1494,PayPal,243.09,Refunded
1495,UPI,639.34,Refunded
1496,UPI,23.35,Refunded
1497,PayPal,75.6,Refunded
1498,Credit Card,144.34,Paid
1499,PayPal,274.16,Refunded
1500,Credit Card,33.65,Paid
1501,Apple Pay,299.05,Refunded
1502,UPI,127.08,Refunded
1503,UPI,117.89,Paid
1504,Apple Pay,648.14,Refunded
1505,Bank Transfer,78.99,Refunded
1506,Credit Card,370.9,Paid
1507,Bank Transfer,649.59,Paid
1508,Bank Transfer,553.01,Paid
1509,UPI,218.34,Paid
1510,Debit Card,315.3,Refunded
1511,Debit Card,858.6,Paid
1512,Bank Transfer,251.43,Paid
1513,Apple Pay,609.63,Paid
1514,Apple Pay,99.5,Paid
1515,Debit Card,66.32,Paid
1516,Credit Card,257.67,Paid
1517,Bank Transfer,628.78,Paid
1518,PayPal,1310.15,Paid
1519,UPI,522.82,Paid
1520,Credit Card,1400.65,Refunded
1521,Apple Pay,310.61,Paid
1522,Bank Transfer,229.95,Paid
1523,Apple Pay,339.86,Paid
1524,UPI,57.78,Paid
1525,Debit Card,265.38,Paid
1526,Bank Transfer,1004.03,Paid
1527,Debit Card,114.56,Paid
1528,Debit Card,1011.76,Refunded
1529,UPI,1199.54,Paid
1530,Credit Card,449.97,Paid
1531,PayPal,37.64,Paid
1532,Debit Card,228.13,Refunded
1533,Bank Transfer,59.57,Paid
1534,Apple Pay,3289.75,Refunded
1535,Bank Transfer,290.76,Paid
1536,UPI,620.3,Paid
1537,PayPal,497.2,Paid
1538,Credit Card,458.18,Paid
1539,UPI,226.31,Refunded
1540,PayPal,585.94,Paid
1541,Bank Transfer,29.71,Paid
1542,Bank Transfer,226.65,Refunded
1543,PayPal,683.09,Refunded
1544,UPI,1106.07,Paid
1545,Apple Pay,1435.57,Paid
1546,PayPal,141.04,Refunded
1547,Bank Transfer,298.3,Paid
1548,UPI,795.44,Refunded
1549,Credit Card,542.86,Refunded
1550,Credit Card,2264.77,Paid
1551,Bank Transfer,255.91,Paid
1552,Bank Transfer,31.76,Paid
1553,Apple Pay,731.31,Refunded
1554,Debit Card,235.43,Refunded
1555,Bank Transfer,198.37,Refunded
1556,Apple Pay,349.44,Paid
1557,UPI,255.07,Paid
1558,Bank Transfer,554.49,Paid
1559,Debit Card,65.93,Paid
1560,UPI,39.33,Paid
1561,UPI,250.16,Paid
1562,Credit Card,1290.87,Paid
1563,Credit Card,498.97,Paid
1564,Apple Pay,99.89,Paid
1565,PayPal,653.46,Paid
1566,Debit Card,1373.97,Paid
1567,Credit Card,274.63,Refunded
1568,PayPal,870.8,Refunded
1569,Credit Card,1195.64,Refunded
1570,Credit Card,483.29,Paid
1571,Apple Pay,467.46,Refunded
1572,Credit Card,64.33,Refunded
1573,Credit Card,21.3,Refunded
1574,UPI,59.05,Paid
1575,Apple Pay,70.5,Paid
1576,PayPal,1140.48,Paid
1577,Debit Card,2805.58,Paid
1578,Debit Card,1229.18,Paid
1579,Bank Transfer,214.1,Paid
1580,Apple Pay,1054.73,Paid
1581,Bank Transfer,695.43,Paid
1582,Bank Transfer,237.67,Paid
1583,Debit Card,159.99,Paid
1584,PayPal,416.87,Paid
1585,UPI,282.92,Paid
1586,Debit Card,165.72,Paid
1587,Bank Transfer,277.32,Paid
1588,Bank Transfer,555.26,Paid
1589,UPI,109.31,Paid
1590,Credit Card,2687.88,Paid
1591,Debit Card,620.42,Paid
1592,Bank Transfer,684.7,Paid
1593,Debit Card,156.27,Paid
1594,Debit Card,861.72,Paid
1595,Apple Pay,53.71,Paid
1596,PayPal,30.01,Paid
1597,Bank Transfer,47.21,Paid
1598,UPI,740.67,Paid
1599,Credit Card,252.28,Paid
1600,UPI,482.19,Refunded
1601,Bank Transfer,39.58,Paid
1602,Apple Pay,1600.82,Refunded
1603,UPI,857.85,Paid
1604,Apple Pay,503.04,Paid
1605,Debit Card,174.5,Paid
1606,Apple Pay,139.31,Refunded
1607,UPI,481.17,Paid
1608,Apple Pay,210.04,Paid
1609,Bank Transfer,171.99,Refunded
1610,Apple Pay,81.17,Paid
1611,PayPal,366.39,Paid
1612,PayPal,254.87,Paid
1613,PayPal,2180.29,Refunded
1614,Credit Card,87.33,Paid
1615,Credit Card,226.17,Paid
1616,Apple Pay,267.56,Paid
1617,PayPal,443.35,Paid
1618,Credit Card,1207.16,Refunded
1619,UPI,242.11,Paid
1620,UPI,636.12,Refunded
1621,Credit Card,596.19,Paid
1622,PayPal,55.8,Paid
1623,PayPal,1130.74,Paid
1624,UPI,31.67,Paid
1625,Credit Card,665.13,Refunded
1626,Bank Transfer,1486.39,Paid
1627,PayPal,269.63,Paid
1628,Debit Card,69.78,Paid
1629,PayPal,77.97,Paid
1630,Apple Pay,470.85,Refunded
1631,UPI,531.33,Paid
1632,PayPal,595.32,Paid
1633,PayPal,390.13,Paid
1634,UPI,1028.4,Refunded
1635,PayPal,123.63,Paid
1636,Bank Transfer,593.99,Paid
1637,Bank Transfer,50.42,Refunded
1638,Bank Transfer,218.83,Paid
1639,Credit Card,221.81,Paid
1640,UPI,1403.8,Paid
1641,Debit Card,87.29,Paid
1642,Debit Card,236.86,Paid
1643,Credit Card,1324.96,Paid
1644,Debit Card,111.47,Refunded
1645,Debit Card,420.06,Paid
1646,Credit Card,68.95,Paid
1647,Debit Card,252.3,Paid
1648,Credit Card,607.32,Refunded
1649,Debit Card,54.77,Paid
1650,Credit Card,288.68,Paid
1651,UPI,1441.77,Paid
1652,Bank Transfer,552.87,Paid
1653,Apple Pay,145.22,Paid
1654,Bank Transfer,253.08,Paid
1655,Apple Pay,271.87,Paid
1656,Credit Card,335.54,Refunded
1657,Credit Card,190.56,Paid
1658,Apple Pay,723.54,Paid
1659,PayPal,68.3,Paid
1660,Debit Card,836.92,Refunded
