order_id,customer_id,order_date,customer_region,payment_method,shipping_type,total_quantity_sold,subtotal,shipping_fee,order_total
1350,144,2024-12-11,Asia,Credit Card,Standard,2,191.76,5.99,197.75
1351,270,2024-06-25,South America,UPI,Standard,2,228.36,5.99,234.35
1352,971,2023-09-11,Middle East,UPI,Standard,3,166.32,5.99,172.31
1353,1405,2023-03-06,North America,Credit Card,Standard,3,101.88,5.99,107.87
1354,855,2022-09-06,South America,Bank Transfer,Express,1,14.87,12.99,27.86
1355,121,2022-01-16,Asia,Credit Card,Standard,1,120.15,5.99,126.14
1356,397,2023-03-10,South America,Debit Card,Standard,1,68.88,5.99,74.87
1357,1644,2022-02-14,North America,Bank Transfer,Standard,2,607.93,0.0,607.93
1358,1640,2022-05-12,South America,PayPal,Standard,1,40.25,5.99,46.24
1359,1971,2023-04-10,Asia,PayPal,Standard,3,161.35,5.99,167.34
1360,1276,2023-08-07,South America,PayPal,Standard,3,494.43,0.0,494.43
1361,1406,2023-08-29,Middle East,PayPal,Same Day,4,124.64,21.99,146.63
1362,24,2024-05-26,Middle East,Apple Pay,Same Day,1,157.87,21.99,179.86
1363,549,2022-05-18,Europe,Bank Transfer,Standard,3,845.61,0.0,845.61
1364,1591,2022-04-23,North America,Credit Card,Standard,2,247.33,5.99,253.32
1365,1476,2022-02-19,Asia,UPI,Standard,3,397.32,0.0,397.32
1366,1446,2022-11-15,Asia,Debit Card,Standard,2,1531.58,0.0,1531.58
1367,730,2023-03-28,South America,Credit Card,Express,2,394.06,0.0,394.06
1368,118,2022-03-01,Africa,Debit Card,Same Day,3,74.58,21.99,96.57
1369,71,2023-05-14,North America,Credit Card,Express,1,305.5,0.0,305.5
1370,243,2024-02-18,Middle East,Debit Card,Standard,8,4401.73,0.0,4401.73
1371,1268,2022-07-13,North America,PayPal,Standard,4,1856.27,0.0,1856.27
1372,804,2023-03-28,Asia,PayPal,Express,2,23.12,12.99,36.11
1373,88,2023-12-09,Africa,Debit Card,Standard,1,397.72,0.0,397.72
1374,888,2024-08-19,Africa,PayPal,Same Day,2,850.69,0.0,850.69
1375,27,2022-02-14,Asia,Apple Pay,Standard,4,165.6,5.99,171.59
1376,400,2023-11-01,Middle East,PayPal,Standard,8,2120.03,0.0,2120.03
1377,241,2023-10-17,Asia,Bank Transfer,Express,1,64.2,12.99,77.19
1378,80,2022-05-30,Europe,Credit Card,Standard,3,597.81,0.0,597.81
1379,944,2023-01-17,Middle East,Debit Card,Standard,1,51.19,5.99,57.18
1380,1099,2023-08-11,Europe,UPI,Express,6,729.57,0.0,729.57
1381,1170,2024-07-28,Asia,Debit Card,Standard,4,777.18,0.0,777.18
1382,319,2022-04-25,Africa,Apple Pay,Express,2,120.48,12.99,133.47
1383,1623,2024-03-20,Asia,Apple Pay,Standard,3,332.7,0.0,332.7
1384,1433,2023-02-15,Asia,Credit Card,Standard,9,3799.84,0.0,3799.84
1385,724,2023-02-24,North America ,Debit Card,Same Day,2,225.14,21.99,247.13
1386,1066,2024-04-10,Asia,Apple Pay,Standard,3,457.53,0.0,457.53
1387,1847,2024-06-09,South America,Bank Transfer,Express,5,2128.5,0.0,2128.5
1388,308,2022-08-21,Middle East,Debit Card,Express,3,2314.14,0.0,2314.14
1389,1209,2024-02-06,Europe,Apple Pay,Standard,5,1009.91,0.0,1009.91
1390,1362,2023-08-09,North America,Credit Card,Standard,1,219.91,5.99,225.9
1391,1335,2024-02-28,Middle East,PayPal,Express,3,33.6,12.99,46.59
1392,1759,2023-07-17,South America,Debit Card,Standard,1,17.6,5.99,23.59
1393,1292,2022-03-28,South America,Credit Card,Standard,2,76.76,5.99,82.75
1394,542,2024-07-05,Europe,UPI,Standard,4,715.16,0.0,715.16
1395,107,2024-12-15,North America,Apple Pay,Express,6,2134.68,0.0,2134.68
1396,1019,2022-08-20,Europe,Bank Transfer,Standard,1,99.9,5.99,105.89
1397,1607,2023-02-12,Africa,Credit Card,Standard,2,1159.84,0.0,1159.84
1398,111,2024-02-07,Europe,PayPal,Standard,4,298.08,0.0,298.08
1399,1448,2024-01-17,Middle East,Debit Card,Same Day,4,480.77,0.0,480.77
1400,221,2024-09-14,Europe,Credit Card,Standard,2,191.08,5.99,197.07
1401,1391,2024-05-26,Africa,Bank Transfer,Standard,5,2727.77,0.0,2727.77
1402,1373,2023-06-07,North America,Apple Pay,Standard,1,182.2,5.99,188.19
1403,1389,2023-09-07,Africa,Debit Card,Standard,1,69.83,5.99,75.82
1404,639,2024-08-24,Middle East,Apple Pay,Standard,6,1292.13,0.0,1292.13
1405,1783,2022-09-05,Asia ,Bank Transfer,Express,1,73.79,12.99,86.78
1406,1833,2023-02-11,Asia,Bank Transfer,Standard,4,669.08,0.0,669.08
1407,825,2023-07-25,Middle East,PayPal,Standard,2,118.85,5.99,124.84
1408,57,2024-08-19,North America,Bank Transfer,Standard,5,543.57,0.0,543.57
1409,1591,2024-03-27,North America,UPI,Standard,2,494.52,0.0,494.52
1410,1811,2024-12-09,Asia,Debit Card,Express,1,769.96,0.0,769.96
1411,52,2023-07-31,South America,Apple Pay,Same Day,1,728.85,0.0,728.85
1412,963,2022-09-18,North America,Bank Transfer,Express,1,129.39,12.99,142.38
1413,749,2024-07-28,Middle East,Apple Pay,Standard,1,50.17,5.99,56.16
1414,798,2024-10-06,North America,Bank Transfer,Express,4,187.72,12.99,200.71
1415,1088,2022-03-31,North America,Apple Pay,Standard,4,788.55,0.0,788.55
1416,1679,2023-11-20,Asia,Bank Transfer,Standard,5,546.63,0.0,546.63
1417,1944,2024-08-24,Asia,PayPal,Standard,4,123.28,5.99,129.27
1418,1621,2023-08-04,Asia,Debit Card,Standard,6,967.81,0.0,967.81
1419,1834,2024-03-15,Africa,PayPal,Standard,7,2312.14,0.0,2312.14
1420,923,2022-02-12,Africa,Apple Pay,Standard,2,347.52,0.0,347.52
1421,1504,2023-10-17,North America,Credit Card,Standard,4,247.95,5.99,253.94
1422,1941,2022-04-27,South America,Apple Pay,Express,2,72.72,12.99,85.71
1423,1700,2022-01-27,Asia,Credit Card,Standard,2,513.46,0.0,513.46
1424,2,2022-05-16,Europe,Bank Transfer,Standard,3,1797.15,0.0,1797.15
1425,1554,2022-12-22,Africa,Debit Card,Standard,1,33.52,5.99,39.51
1426,1869,2022-04-14,South America,Debit Card,Standard,2,246.22,5.99,252.21
1427,814,2024-05-19,Middle East,UPI,Standard,4,2749.0,0.0,2749.0
1428,136,2022-10-15,Middle East,Apple Pay,Same Day,4,1415.28,0.0,1415.28
1429,817,2024-07-26,Asia,PayPal,Express,8,701.75,0.0,701.75
1430,1069,2024-06-05,Middle East,Debit Card,Standard,4,373.44,0.0,373.44
1431,1376,2022-10-14,Asia,Bank Transfer,Standard,2,387.24,0.0,387.24
1432,834,2022-08-01,Europe,UPI,Standard,3,54.15,5.99,60.14
1433,1805,2024-03-26,Middle East,Debit Card,Express,4,346.52,0.0,346.52
1434,1868,2022-02-20,Africa,Apple Pay,Standard,1,127.14,5.99,133.13
1435,878,2023-01-12,Africa,UPI,Standard,1,199.73,5.99,205.72
1436,257,2024-07-05,Europe,Credit Card,Standard,4,205.4,5.99,211.39
1437,1236,2023-10-14,Middle East,Credit Card,Standard,2,1032.46,0.0,1032.46
1438,765,2024-10-12,North America,Credit Card,Standard,6,1453.82,0.0,1453.82
1439,452,2022-09-13,Africa,Credit Card,Express,5,459.06,0.0,459.06
1440,751,2024-03-22,Asia,Credit Card,Standard,2,804.28,0.0,804.28
1441,1877,2022-01-09,South America,Debit Card,Express,2,54.2,12.99,67.19
1442,1711,2024-10-03,South America,UPI,Standard,5,1426.45,0.0,1426.45
1443,957,2023-07-18,Africa,Credit Card,Standard,2,129.62,5.99,135.61
1444,676,2022-11-28,Asia,Debit Card,Standard,3,61.98,5.99,67.97
1445,1524,2024-02-27,Asia,Credit Card,Standard,2,140.48,5.99,146.47
1446,787,2023-06-20,Middle East,UPI,Express,2,783.4,0.0,783.4
1447,1761,2022-02-20,Europe,PayPal,Express,3,84.33,12.99,97.32
1448,192,2024-03-11,Africa,Bank Transfer,Same Day,2,40.5,21.99,62.49
1449,727,2022-04-12,North America,Bank Transfer,Express,3,231.48,12.99,244.47
1450,195,2023-12-26,Asia,Bank Transfer,Express,3,930.45,0.0,930.45
1451,302,2023-04-14,Middle East,PayPal,Standard,4,1290.08,0.0,1290.08
1452,214,2024-11-26,Middle East,Debit Card,Standard,1,81.78,5.99,87.77
1453,458,2024-11-06,Europe,PayPal,Express,3,70.98,12.99,83.97
1454,120,2023-05-31,Africa,Apple Pay,Standard,2,235.88,5.99,241.87
1455,148,2023-12-31,North America,Apple Pay,Standard,5,480.83,0.0,480.83
1456,901,2024-08-07,North America,Credit Card,Standard,1,114.55,5.99,120.54
1457,551,2022-04-04,Africa,UPI,Express,2,43.4,12.99,56.39
1458,1101,2023-07-07,North America,PayPal,Standard,2,258.05,0.0,258.05
1459,1419,2022-08-14,North America,Apple Pay,Standard,1,192.16,5.99,198.15
1460,503,2022-07-12,Middle East,PayPal,Standard,1,253.06,0.0,253.06
1461,311,2023-04-04,Africa,Bank Transfer,Express,7,991.71,0.0,991.71
1462,302,2022-12-08,Middle East,Debit Card,Standard,6,251.94,0.0,251.94
1463,606,2024-10-12,North America,Debit Card,Standard,2,39.11,5.99,45.1
1464,1985,2022-06-15,Africa,PayPal,Standard,2,52.64,5.99,58.63
1465,1342,2024-01-03,Africa,Apple Pay,Standard,2,36.32,5.99,42.31
1466,60,2022-10-05,South America,Bank Transfer,Standard,5,414.98,0.0,414.98
1467,1961,2024-02-07,North America,Apple Pay,Same Day,7,1156.2,0.0,1156.2
1468,454,2022-02-28,Asia,Bank Transfer,Standard,3,337.77,0.0,337.77
1469,186,2022-01-29,South America,Credit Card,Standard,1,86.26,5.99,92.25
1470,134,2022-02-11,Asia,Debit Card,Express,7,180.92,12.99,193.91
1471,1008,2022-09-14,Middle East,Apple Pay,Express,5,754.12,0.0,754.12
1472,124,2024-12-23,Asia,Bank Transfer,Express,9,3128.12,0.0,3128.12
1473,429,2023-05-02,South America,PayPal,Standard,3,312.15,0.0,312.15
1474,182,2023-01-14,South America,Credit Card,Standard,1,110.91,5.99,116.9
1475,1696,2023-06-14,South America,Credit Card,Standard,3,112.61,5.99,118.6
1476,168,2022-11-18,Africa,Bank Transfer,Standard,2,360.56,0.0,360.56
1477,1575,2024-04-15,North America,Bank Transfer,Standard,2,160.46,5.99,166.45
1478,1502,2022-05-12,Middle East,Debit Card,Express,5,1702.85,0.0,1702.85
1479,418,2022-07-20,Asia,Debit Card,Standard,1,856.42,0.0,856.42
1480,1325,2024-06-10,Europe,Credit Card,Express,3,93.04,12.99,106.03
1481,969,2023-12-11,Africa,Apple Pay,Express,2,522.11,0.0,522.11
1482,845,2022-01-13,Europe,Apple Pay,Standard,2,534.96,0.0,534.96
1483,1630,2023-03-13,Europe,PayPal,Express,4,816.47,0.0,816.47
1484,389,2023-07-12,Europe,Apple Pay,Standard,3,1155.23,0.0,1155.23
1485,1811,2023-05-07,Asia,Bank Transfer,Express,1,570.28,0.0,570.28
1486,278,2024-07-03,North America,Credit Card,Standard,4,1307.33,0.0,1307.33
1487,575,2024-01-11,South America,Debit Card,Express,3,92.4,12.99,105.39
1488,309,2024-03-03,Africa,Apple Pay,Standard,3,167.76,5.99,173.75
1489,278,2024-09-07,North America,Apple Pay,Same Day,1,44.71,21.99,66.7
1490,425,2024-09-22,Middle East,Debit Card,Standard,1,133.89,5.99,139.88
1491,271,2022-04-14,Middle East,Credit Card,Same Day,1,430.55,0.0,430.55
1492,869,2024-12-27,South America,PayPal,Express,1,51.32,12.99,64.31
1493,1595,2022-08-14,Middle East,Bank Transfer,Express,7,214.49,12.99,227.48
1494,1587,2022-10-18,Africa,PayPal,Standard,2,237.1,5.99,243.09
1495,43,2022-06-10,Europe,UPI,Standard,3,639.34,0.0,639.34
1496,1757,2023-05-08,Africa,UPI,Standard,1,17.36,5.99,23.35
1497,878,2023-03-25,Africa,PayPal,Same Day,1,53.61,21.99,75.6
1498,1263,2023-08-10,North America,Credit Card,Express,1,131.35,12.99,144.34
1499,1168,2024-02-19,Middle East ,PayPal,Same Day,4,274.16,0.0,274.16
1500,283,2023-02-24,Europe,Credit Card,Express,1,20.66,12.99,33.65
1501,279,2023-09-03,South America,Apple Pay,Standard,1,299.05,0.0,299.05
1502,1492,2023-03-01,Asia,,Express,3,114.09,12.99,127.08
1503,591,2024-03-04,Africa,UPI,Standard,4,111.9,5.99,117.89
1504,1990,2024-04-02,Asia,Apple Pay,Express,5,648.14,0.0,648.14
1505,1894,2022-04-29,South America,Bank Transfer,Standard,1,73.0,5.99,78.99
1506,465,2022-10-25,North America,Credit Card,Standard,2,370.9,0.0,370.9
1507,1968,2022-08-22,North America,Bank Transfer,Standard,3,649.59,0.0,649.59
1508,1806,2024-09-04,Africa,Bank Transfer,Express,3,553.01,0.0,553.01
1509,1502,2023-07-26,Middle East,UPI,Standard,3,212.35,5.99,218.34
1510,629,2024-06-05,Asia,Debit Card,Standard,4,315.3,0.0,315.3
1511,707,2023-02-14,Europe,Debit Card,Express,6,858.6,0.0,858.6
1512,731,2024-05-07,Africa,Bank Transfer,Standard,4,245.44,5.99,251.43
1513,626,2023-03-09,South America,Apple Pay,Standard,9,609.63,0.0,609.63
1514,1445,2022-08-22,South America,Apple Pay,Express,3,86.51,12.99,99.5
1515,607,2024-05-13,Africa,Debit Card,Express,1,53.33,12.99,66.32
1516,1982,2023-09-28,Middle East,Credit Card,Express,2,244.68,12.99,257.67
1517,1969,2024-11-22,North America ,Bank Transfer,Express,1,628.78,0.0,628.78
1518,1468,2022-11-10,Europe,PayPal,Standard,8,1310.15,0.0,1310.15
1519,711,2023-06-05,South America,UPI,Express,7,522.82,0.0,522.82
1520,1923,2023-06-19,Europe,Credit Card,Standard,5,1400.65,0.0,1400.65
1521,1702,2024-03-30,South America,Apple Pay,Standard,1,310.61,0.0,310.61
1522,512,2024-01-13,Asia,Bank Transfer,Express,4,216.96,12.99,229.95
1523,203,2022-08-09,South America,Apple Pay,Standard,2,339.86,0.0,339.86
1524,1219,2023-03-18,South America,UPI,Same Day,1,35.79,21.99,57.78
1525,1391,2022-09-05,Africa,Debit Card,Standard,4,265.38,0.0,265.38
1526,1149,2022-07-12,Europe,Bank Transfer,Express,5,1004.03,0.0,1004.03
1527,770,2023-09-27,North America,Debit Card,Standard,3,108.57,5.99,114.56
1528,116,2022-11-19,South America,Debit Card,Express,3,1011.76,0.0,1011.76
1529,110,2022-05-14,Europe,UPI,Same Day,6,1199.54,0.0,1199.54
1530,1094,2023-09-07,Asia,Credit Card,Express,3,449.97,0.0,449.97
1531,590,2022-02-25,Africa,PayPal,Standard,1,31.65,5.99,37.64
1532,1337,2022-03-14,Middle East,Debit Card,Standard,2,222.14,5.99,228.13
1533,1728,2022-12-21,South America,Bank Transfer,Express,2,46.58,12.99,59.57
1534,1758,2022-07-10,Middle East,Apple Pay,Express,8,3289.75,0.0,3289.75
1535,347,2024-05-19,South America,Bank Transfer,Standard,3,290.76,0.0,290.76
1536,1936,2023-05-03,Asia,UPI,Standard,2,620.3,0.0,620.3
1537,1547,2022-03-18,Asia,PayPal,Standard,4,497.2,0.0,497.2
1538,18,2023-11-28,Europe,Credit Card,Express,3,458.18,0.0,458.18
1539,679,2023-07-12,Middle East,UPI,Express,4,213.32,12.99,226.31
1540,1820,2024-04-09,South America,PayPal,Standard,2,585.94,0.0,585.94
1541,239,2023-11-28,Europe,Bank Transfer,Standard,1,23.72,5.99,29.71
1542,199,2024-04-03,South America,Bank Transfer,Standard,6,220.66,5.99,226.65
1543,1847,2022-04-16,South America,PayPal,Standard,2,683.09,0.0,683.09
1544,567,2022-07-30,Africa,UPI,Standard,4,1106.07,0.0,1106.07
1545,864,2023-06-19,Africa,Apple Pay,Standard,3,1435.57,0.0,1435.57
1546,25,2022-02-08,South America,PayPal,Express,1,128.05,12.99,141.04
1547,1227,2024-04-16,Europe,Bank Transfer,Express,5,298.3,0.0,298.3
1548,20,2022-12-31,Africa,UPI,Express,2,795.44,0.0,795.44
1549,611,2022-09-12,Middle East,Credit Card,Standard,3,542.86,0.0,542.86
1550,401,2023-09-09,Europe,Credit Card,Standard,5,2264.77,0.0,2264.77
1551,797,2024-02-29,South America,Bank Transfer,Standard,2,249.92,5.99,255.91
1552,1004,2022-10-17,Europe,Bank Transfer,Standard,1,25.77,5.99,31.76
1553,1713,2022-01-04,South America ,Apple Pay,Express,3,731.31,0.0,731.31
1554,29,2022-10-28,Middle East,Debit Card,Standard,3,229.44,5.99,235.43
1555,1475,2023-05-16,Asia,Bank Transfer,Standard,1,192.38,5.99,198.37
1556,1244,2022-07-01,South America,Apple Pay,Standard,6,349.44,0.0,349.44
1557,1180,2024-04-26,Africa,UPI,Express,1,255.07,0.0,255.07
1558,1087,2024-11-09,North America,Bank Transfer,Standard,5,554.49,0.0,554.49
1559,1947,2022-10-11,Europe,Debit Card,Standard,3,59.94,5.99,65.93
1560,1455,2023-05-07,Africa,UPI,Standard,1,33.34,5.99,39.33
1561,235,2022-02-16,Asia,UPI,Same Day,1,228.17,21.99,250.16
1562,1671,2023-02-14,Europe,Credit Card,Standard,3,1290.87,0.0,1290.87
1563,1149,2022-03-08,Europe,Credit Card,Standard,3,498.97,0.0,498.97
1564,1136,2023-05-11,Africa,Apple Pay,Express,2,86.9,12.99,99.89
1565,639,2024-05-15,Middle East,PayPal,Standard,10,653.46,0.0,653.46
1566,774,2022-05-24,Europe,Debit Card,Standard,8,1373.97,0.0,1373.97
1567,1693,2022-06-14,South America,Credit Card,Standard,5,274.63,0.0,274.63
1568,1733,2022-06-06,South America,PayPal,Standard,4,870.8,0.0,870.8
1569,1203,2024-11-12,Asia,Credit Card,Standard,2,1195.64,0.0,1195.64
1570,1650,2022-10-29,Asia,Credit Card,Express,3,483.29,0.0,483.29
1571,45,2023-07-20,South America,Apple Pay,Express,1,467.46,0.0,467.46
1572,1284,2024-05-15,Middle East,Credit Card,Express,2,51.34,12.99,64.33
1573,1979,2022-12-24,Europe,Credit Card,Express,1,8.31,12.99,21.3
1574,1318,2024-02-10,Africa,UPI,Standard,1,53.06,5.99,59.05
1575,815,2023-06-03,Asia,Apple Pay,Standard,1,64.51,5.99,70.5
1576,1733,2022-09-20,South America,PayPal,Standard,4,1140.48,0.0,1140.48
1577,1036,2024-10-30,Africa,Debit Card,Standard,8,2805.58,0.0,2805.58
1578,1208,2023-02-22,North America,Debit Card,Standard,6,1229.18,0.0,1229.18
1579,1603,2023-12-17,Europe,Bank Transfer,Standard,4,208.11,5.99,214.1
1580,493,2024-12-06,Middle East,Apple Pay,Standard,5,1054.73,0.0,1054.73
1581,475,2024-02-11,Europe,Bank Transfer,Standard,1,695.43,0.0,695.43
1582,327,2024-12-26,Africa,Bank Transfer,Express,2,224.68,12.99,237.67
1583,852,2023-06-13,Asia,Debit Card,Express,5,147.0,12.99,159.99
1584,1207,2022-07-30,Europe,PayPal,Express,7,416.87,0.0,416.87
1585,1880,2024-11-20,Asia,UPI,Standard,3,282.92,0.0,282.92
1586,1414,2023-10-19,Asia,Debit Card,Standard,1,159.73,5.99,165.72
1587,268,2022-07-24,Africa,Bank Transfer,Express,5,277.32,0.0,277.32
1588,1274,2023-09-14,North America,Bank Transfer,Standard,6,555.26,0.0,555.26
1589,1031,2023-11-30,South America,UPI,Standard,4,103.32,5.99,109.31
1590,50,2022-02-16,Middle East,Credit Card,Standard,10,2687.88,0.0,2687.88
1591,163,2022-11-24,Europe,Debit Card,Standard,3,620.42,0.0,620.42
1592,1058,2024-02-20,Middle East,Bank Transfer,Express,4,684.7,0.0,684.7
1593,41,2022-01-23,North America,Debit Card,Standard,2,150.28,5.99,156.27
1594,152,2024-10-05,Asia,Debit Card,Standard,6,861.72,0.0,861.72
1595,1707,2023-11-27,South America,Apple Pay,Standard,2,47.72,5.99,53.71
1596,1645,2023-12-18,Africa,PayPal,Standard,1,24.02,5.99,30.01
1597,1650,2022-10-29,Asia,Bank Transfer,Express,1,34.22,12.99,47.21
1598,1099,2023-01-08,Europe,UPI,Standard,5,740.67,0.0,740.67
1599,1115,2022-02-17,South America,Credit Card,Standard,3,252.28,0.0,252.28
1600,1148,2022-03-14,South America,UPI,Standard,1,482.19,0.0,482.19
1601,611,2024-12-23,Middle East,,Standard,1,33.59,5.99,39.58
1602,1460,2022-06-01,Middle East,Apple Pay,Standard,9,1600.82,0.0,1600.82
1603,182,2023-07-22,South America,UPI,Standard,8,857.85,0.0,857.85
1604,328,2023-05-19,Africa,Apple Pay,Standard,2,503.04,0.0,503.04
1605,515,2023-04-23,North America,Debit Card,Standard,2,168.51,5.99,174.5
1606,1501,2023-03-29,Africa,Apple Pay,Standard,3,133.32,5.99,139.31
1607,1398,2024-12-18,Africa,UPI,Express,4,481.17,0.0,481.17
1608,543,2024-12-12,Europe,Apple Pay,Express,4,197.05,12.99,210.04
1609,1206,2024-06-13,North America,Bank Transfer,Express,2,159.0,12.99,171.99
1610,840,2024-09-20,Middle East,Apple Pay,Express,2,68.18,12.99,81.17
1611,510,2023-03-25,North America,PayPal,Standard,2,366.39,0.0,366.39
1612,490,2022-06-16,North America,PayPal,Same Day,6,232.88,21.99,254.87
1613,1430,2022-05-12,Asia,PayPal,Express,8,2180.29,0.0,2180.29
1614,111,2023-12-30,Europe,Credit Card,Express,2,74.34,12.99,87.33
1615,599,2022-01-17,Middle East,Credit Card,Express,2,213.18,12.99,226.17
1616,1907,2022-03-19,South America,Apple Pay,Standard,2,267.56,0.0,267.56
1617,1398,2022-10-24,Africa,PayPal,Standard,2,443.35,0.0,443.35
1618,1427,2024-06-11,North America,Credit Card,Standard,10,1207.16,0.0,1207.16
1619,1965,2024-03-30,South America,UPI,Same Day,1,220.12,21.99,242.11
1620,463,2023-05-17,Middle East,UPI,Standard,1,636.12,0.0,636.12
1621,235,2022-10-10,Asia,Credit Card,Standard,3,596.19,0.0,596.19
1622,1180,2024-12-22,Africa,PayPal,Express,3,42.81,12.99,55.8
1623,1198,2022-12-16,Africa,PayPal,Same Day,10,1130.74,0.0,1130.74
1624,1640,2022-11-22,South America,UPI,Standard,1,25.68,5.99,31.67
1625,726,2023-08-14,Africa,Credit Card,Express,3,665.13,0.0,665.13
1626,1836,2023-12-05,Asia,Bank Transfer,Standard,3,1486.39,0.0,1486.39
1627,61,2023-09-05,North America,PayPal,Standard,5,269.63,0.0,269.63
1628,221,2024-11-30,Europe,Debit Card,Express,1,56.79,12.99,69.78
1629,221,2024-06-20,Europe,PayPal,Standard,2,71.98,5.99,77.97
1630,900,2024-01-11,Africa,Apple Pay,Standard,5,470.85,0.0,470.85
1631,1555,2022-07-28,Middle East,UPI,Standard,6,531.33,0.0,531.33
1632,1545,2023-09-04,North America,PayPal,Express,1,595.32,0.0,595.32
1633,1601,2022-08-13,North America,PayPal,Standard,3,390.13,0.0,390.13
1634,1836,2023-06-22,Asia,UPI,Express,4,1028.4,0.0,1028.4
1635,260,2023-06-06,Europe,PayPal,Standard,1,117.64,5.99,123.63
1636,693,2024-02-06,North America,Bank Transfer,Standard,6,593.99,0.0,593.99
1637,329,2023-12-06,Africa,Bank Transfer,Standard,1,44.43,5.99,50.42
1638,472,2024-04-04,North America,Bank Transfer,Standard,3,212.84,5.99,218.83
1639,1989,2024-06-28,Africa,Credit Card,Standard,1,215.82,5.99,221.81
1640,81,2023-06-06,South America,UPI,Express,3,1403.8,0.0,1403.8
1641,1038,2022-03-27,South America,Debit Card,Standard,1,81.3,5.99,87.29
1642,723,2022-09-09,Middle East,Debit Card,Standard,3,230.87,5.99,236.86
1643,1003,2022-08-03,Asia,Credit Card,Standard,7,1324.96,0.0,1324.96
1644,1916,2024-03-25,Middle East,Debit Card,Express,1,98.48,12.99,111.47
1645,52,2024-06-30,South America ,Debit Card,Standard,3,420.06,0.0,420.06
1646,214,2024-12-15,Middle East,Credit Card,Standard,1,62.96,5.99,68.95
1647,1196,2023-07-08,North America,Debit Card,Express,3,252.3,0.0,252.3
1648,1381,2022-06-02,Africa,Credit Card,Standard,4,607.32,0.0,607.32
1649,1820,2024-04-09,South America,Debit Card,Express,1,41.78,12.99,54.77
1650,171,2023-07-03,South America,Credit Card,Standard,2,288.68,0.0,288.68
1651,390,2024-01-16,Middle East,UPI,Express,6,1441.77,0.0,1441.77
1652,1598,2022-05-20,South America,Bank Transfer,Standard,6,552.87,0.0,552.87
1653,780,2022-06-04,North America,Apple Pay,Standard,3,139.23,5.99,145.22
1654,158,2024-09-28,South America,Bank Transfer,Express,2,253.08,0.0,253.08
1655,882,2024-07-13,Europe,Apple Pay,Same Day,5,271.87,0.0,271.87
1656,1614,2023-08-10,South America,Credit Card,Express,5,335.54,0.0,335.54
1657,1426,2024-07-10,Middle East,Credit Card,Standard,3,184.57,5.99,190.56
1658,1608,2024-06-29,Asia,Apple Pay,Express,3,723.54,0.0,723.54
1659,54,2024-10-14,Asia,PayPal,Same Day,1,46.31,21.99,68.3
1660,1549,2024-12-05,South America,Debit Card,Standard,4,836.92,0.0,836.92
1661,1875,2022-12-13,Africa,UPI,Standard,2,28.56,5.99,34.55
1662,1902,2023-08-20,Middle East,UPI,Standard,1,50.36,5.99,56.35
1663,1511,2024-06-10,South America,Bank Transfer,Standard,1,652.57,0.0,652.57
1664,588,2024-05-12,Middle East,Apple Pay,Standard,5,314.92,0.0,314.92
1665,99,2023-09-06,South America,UPI,Standard,5,417.23,0.0,417.23
1666,907,2024-08-14,Europe,Bank Transfer,Standard,4,337.55,0.0,337.55
1667,1364,2024-03-03,Middle East,PayPal,Express,4,2528.11,0.0,2528.11
1668,1464,2023-11-20,South America,Credit Card,Express,2,273.33,0.0,273.33
1669,1549,2023-01-20,South America,Bank Transfer,Standard,1,76.08,5.99,82.07
1670,1728,2022-12-25,South America,PayPal,Standard,8,383.48,0.0,383.48
1671,1577,2022-10-15,South America,UPI,Standard,5,474.55,0.0,474.55
1672,957,2023-04-20,Africa,PayPal,Standard,5,1075.05,0.0,1075.05
1673,711,2023-05-06,South America,PayPal,Express,4,347.01,0.0,347.01
1674,1959,2023-09-16,North America,Credit Card,Standard,1,758.42,0.0,758.42
1675,99,2022-01-25,South America,PayPal,Same Day,4,540.53,0.0,540.53
1676,218,2022-04-27,Asia,PayPal,Express,4,1198.28,0.0,1198.28
1677,1528,2023-11-07,Middle East ,UPI,Standard,3,215.64,5.99,221.63
1678,1057,2023-03-04,Europe,UPI,Standard,4,803.99,0.0,803.99
1679,357,2022-01-20,South America,Debit Card,Standard,3,197.55,5.99,203.54
1680,1081,2022-06-13,Europe,UPI,Standard,4,1406.11,0.0,1406.11
1681,550,2023-11-14,North America,UPI,Express,9,1642.97,0.0,1642.97
1682,654,2023-03-21,Asia,Bank Transfer,Express,1,214.74,12.99,227.73
1683,727,2022-11-29,North America,UPI,Standard,6,953.28,0.0,953.28
1684,284,2024-04-26,Middle East,Credit Card,Express,4,805.92,0.0,805.92
1685,339,2023-09-21,South America,PayPal,Express,1,9.16,12.99,22.15
1686,1252,2022-11-07,Middle East,Apple Pay,Standard,5,220.42,5.99,226.41
1687,768,2024-02-18,South America,PayPal,Standard,7,1974.8,0.0,1974.8
1688,916,2022-05-19,Asia,Debit Card,Standard,7,971.44,0.0,971.44
1689,223,2024-04-12,Europe,Debit Card,Standard,1,111.96,5.99,117.95
1690,737,2022-05-23,South America,Credit Card,Standard,3,117.12,5.99,123.11
1691,659,2022-09-24,North America,UPI,Standard,3,31.98,5.99,37.97
1692,1506,2023-08-12,Europe,Debit Card,Standard,3,1521.06,0.0,1521.06
1693,1771,2023-06-01,North America,Credit Card,Standard,5,349.78,0.0,349.78
